review_priority,evidence_class,canonical_name,family,n_works,n_title_matches,n_context_matches,max_score,total_score,best_title,best_doi,best_openalex_id,best_match_evidence,followup_evidence_count,followup_direct_count,followup_natural_count,followup_artificial_count,natural_signal_count,artificial_signal_count,colour_change_signal_count,review_status,review_reason
P1,natural_polymorphism,Opuntia streptacantha,Cactaceae,2,2,2,33,61,Morphological and phenological variation of flower colour morphs in a wild population of Opuntia streptacantha (Cactaceae),10.5091/plecevo.112250,https://openalex.org/W4400298785,"tely 220 species. The considerable morphological and anatomical diversity among these species has resulted in a remarkable adaptative plasticity, evident in both intra- and interspecific variability. Our study system is Opuntia streptacantha , which has two flower colour morphs: yellow and orange. The objective is to determine if there are morphological differences in the reproductive and vegetative structures between floral morphs. Material and methods – W",0,0,0,0,2,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Limonium wrightii,Plumbaginaceae,2,2,1,39,59,Origin of the disjunct distribution of flower colour polymorphism within Limonium wrightii (Plumbaginaceae) in the Ryukyu Archipelago,10.1111/j.1095-8312.2009.01253.x,https://openalex.org/W1926307786,"The sea lavender, Limonium wrightii, has six morphs of flower colour variation. The geographical distribution of flower colour morphs is disjunct; the distribution of the pink flower morph is divided into two subregions, and that of the yellow flower morp",0,0,0,0,2,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Boechera stricta,Brassicaceae,1,1,1,39,39,Ecological causes and consequences of flower color polymorphism in a self‐pollinating plant ( Boechera stricta ),10.1111/nph.14998,https://openalex.org/W2790063807,"this mechanism cannot explain flower color polymorphisms in self-pollinating species. Indirect selection mediated via biotic and abiotic stresses could maintain flower color variation in these systems. The selfing forb, Boechera stricta, typically displays white flowers, but some individuals produce purple flowers. We quantified environmental correlates of flower color in natural populations. To disentangle plasticity from genotypic variation, we perfo",0,0,0,0,2,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Ophiorrhiza japonica,Rubiaceae,1,1,1,39,39,Maintenance of flower color dimorphism in Ophiorrhiza japonica (Rubiaceae): responses to fluctuating temperatures in a dolomite Karst region,10.3389/fpls.2024.1495112,https://openalex.org/W4405558795,"ther non-pollinator stress factors. Generally, flower color polymorphism demonstrates effective acclimatization linked to either pollinator-mediated selection or pleiotropic effects. Methods: To test these hypotheses in Ophiorrhiza japonica, we compared pollinator visitation frequencies and plant traits between pink and white morphs in Shibing, a dolomite Karst region recognized as a World Natural Heritage Site. We also assessed the ratio of flower morphs",0,0,0,0,2,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Ipomoea purpurea,Convolvulaceae,24,19,21,39,675,FREQUENCY‐DEPENDENT VARIATION FOR OUTCROSSING RATE AMONG FLOWER‐COLOR MORPHS OF IPOMOEA PURPUREA,10.1111/j.1558-5646.1987.tb02468.x,https://openalex.org/W2316750284,"In a series of previous studies, it has been shown that populations of the common morning glory Ipomoea purpurea are typically polymorphic for flower-color genes that bias pollinator service and, hence, the rate of outcrossing. In this study, we show that the rate of outcrossing for the white flower-color morph depends on its freq",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Lantana camara,Verbenaceae,12,10,6,33,206,Variations in floral secondary metabolites of three flower color morphs of Lantana camara L.: possible roles in pollinators attraction,10.1007/s44372-024-00072-5,https://openalex.org/W4405656258,Plant secondary metabolites in the flowers mediate their interactions with pollinators. We analyzed the variations in the floral secondary metabolites (FSMs) of three different flower color morphs (FCMs) of Lantana camara in relation to pollinator attraction. FSMs were characterized by GC–MS. Data analysis revealed no significant quantitative differences between the FCMs in the chemical classes and insect semiochemicals of the FSMs. The,0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Ipomopsis aggregata,Polemoniaceae,7,5,6,28,125,POLLINATION AND SEED PRODUCTION IN IPOMOPSIS AGGREGATA: DIFFERENCES AMONG AND WITHIN FLOWER COLOR MORPHS,10.1002/j.1537-2197.1988.tb14186.x,https://openalex.org/W1971610493,"The pollination of red, pink, and white color morphs of Ipomopsis aggregata was evaluated to assess whether ethological isolation based on pollinator color discrimination may occur. We observed animal visitors, assessed pollen delivery, seed set per fruit, percentage of flowers setting fruit, n",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Medicago sativa,Fabaceae,5,5,2,39,108,Adaptive Mechanisms of White-Flowered Alfalfa (Medicago sativa L.) in High-Altitude Cold and Saline–Alkali Environments,10.3390/biology15050414,https://openalex.org/W7133356404,"White-flowered alfalfa (Medicago sativa L.) persisting in Qinghai–Tibet Plateau’s saline–alkali habitats provides a unique model to explore floral color polymorphism-linked ecological adaptation. We systematically compared phenotypic, physiological, transcrip",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Anemone pavonina,Ranunculaceae,8,4,7,39,231,Data for Heinze et al. (2026): Flower colour polymorphism in the peacock anemone ( Anemone pavonina ) reflects spatiotemporal variation in pollinator abundance. Am. J. Bot.,10.6084/m9.figshare.31301656,https://openalex.org/W7148717901,"These are the raw data underlying the following publication:Heinze, J., C. J. Van der Kooi, G. Vogg, U. Jäger, and J. Spaethe. 2026. Flower colour polymorphism in the peacock anemone ( Anemone pavonina ) reflects spatiotemporal variation in pollinator abundance. American Journal of Botany. The worksheet ""Receptivity_Pollination_type"" includes all data used for the study of receptivity and cross-, geitonogamous, and au",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Bletilla striata,Orchidaceae,3,3,3,33,68,Resequencing and Functional Analysis Revealed That BsDFR4 Could Cause the Formation of Different Flower Colors in Bletilla striata (Orchidaceae),10.3390/ijms26083555,https://openalex.org/W4409335954,"The formation of flower color is closely related to anthocyanin synthesis. In this study, flowers of Bletilla striata (Orchidaceae) exhibiting distinct color morphs were collected and analyzed. The HPLC results showed significantly higher total flavonoid and anthocyanin contents in purple flowers compared to pink counterparts, with inc",1,0,0,1,1,1,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Castilleja coccinea,Orobanchaceae,3,3,3,39,104,Floral bract color of Castilleja coccinea may influence seed viability,,https://openalex.org/W326681242,"Castilleja coccinea is a native annual or biennial plant with showy scarlet or yellow bracts. Although much is known about the hemi-parasitic nature of the plant, little is understood about the influence of floral color polymorphisms of Ca",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Trillium sessile,Melanthiaceae,3,3,2,39,90,BIOCHEMICAL BASIS OF FLORAL COLOR POLYMORPHISM IN A HETEROCYANIC POPULATION OF TRILLIUM SESSILE (LILIACEAE),10.1002/j.1537-2197.1989.tb11280.x,https://openalex.org/W2007736589,"A study of flavonoids occurring within a heterocyanic population of Trillium sessile was made to determine the chemical basis of a common floral color polymorphism in this species. In the study population, three floral color phenotypes (red, pink, yellow) are determined primarily by the presence or abse",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Cirsium palustre,Asteraceae,3,3,1,39,97,The ecological genetics of flower colour variation in Cirsium palustre,10.5287/ora-mj5dwmwbx,https://openalex.org/W753206841,"The thistle Cirsium palustre exists over most of lowland Britain as a predominantly purple flowered species. However the populations of seacliffs and mountains exhibit a flower colour polymorphism, occurring as homozygous white morphs, homozygous a",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Lupinus polyphyllus,Fabaceae,3,3,1,20,44,"Bumblebee visits to different colour morphs of the Washington lupine, Lupinus polyphyllus",10.33338/ef.83851,https://openalex.org/W2201993718,"We examined the flower visits of bumblebees (Hymenoptera, Apoidea, Bomb us spp.) to Lupinus polyphyllus Lindley (Fabaceae) in southern Finland. The racemes of the plant bear nectarless flowers which appear in three main colour morphs, blue, red and white, of which blue is the most common. Blue inflorescences had the great",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Bixa orellana,Bixaceae,3,3,0,29,64,Floral Color Polymorphism and Reproductive Success in Annatto (Bixa orellana L.),10.1007/s12042-013-9128-y,https://openalex.org/W2089900994,Floral Color Polymorphism and Reproductive Success in Annatto (Bixa orellana L.),0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Cistus ladanifer,Cistaceae,3,3,0,29,53,Similar reproductive success of the two petal colour polymorphisms of Cistus ladanifer (Cistaceae),10.1080/11263504.2011.633111,https://openalex.org/W2131818600,Similar reproductive success of the two petal colour polymorphisms of Cistus ladanifer (Cistaceae),0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Orchis mascula,Orchidaceae,4,2,3,31,92,"Presence, distribution and effect of white, pink and purple morphs on pollination in the orchid Orchis mascula",10.14712/23361964.2015.15,https://openalex.org/W1618346641,"tained in evolutionary time has long intrigued ecologists and is still debated. In particular, how floral colour polymorphism influences reproductive success is still poorly understood. Here, we investigated the case of Orchis mascula, a deceptive orchid species in which the presence of rare white-flowered individuals is known to increase the percentage pollination of co-occurring coloured morphs. In a brief review, we report all the orchid species f",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Stellera chamaejasme,Thymelaeaceae,4,2,3,19,56,Canalized gene regulatory networks stabilize floral polymorphism and enable modular transgressive expression,10.64898/2026.04.16.719044,https://openalex.org/W7155106124,"rphisms frequently persist across heterogeneous environments despite ongoing gene flow, yet the regulatory mechanisms maintaining discrete phenotypes remain unclear. We tested whether alternative flower-colour morphs in Stellera chamaejasme L. are maintained by canalized gene regulatory architectures that stabilize expression around morph-specific optima. We used a pan-transcriptomic and eco-evolutionary framework integrating genome-wide gene expression pr",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Collinsia heterophylla,Plantaginaceae,3,2,3,33,76,Floral scent and pollinator visitation in relation to floral colour morph in the mixed‐mating annual herb Collinsia heterophylla,10.1111/njb.03025,https://openalex.org/W3158771313,"less investigated than other floral traits. Previous studies suggest the importance of joint exploration of olfactory and visual floral cues to understand plant–pollinator interactions. We investigated flower scents in Collinsia heterophylla , a bee‐pollinated, annual herb a with mixed‐mating system combining self‐ and outcross‐pollination. In Collinsia , floral size and development variation is related to mating system, ranging from large‐flowered mixed‐ma",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Erythranthe discolor,Phrymaceae,3,2,3,31,89,"Conservation Genetics of Narrowly Distributed Annual, Erythranthe discolor (Phrymaceae), in the Southern Sierra Nevada",10.5642/cguetd.xmgu6936,https://openalex.org/W4414905322,"Erythranthe discolor is a rare, narrowly distributed annual, endemic to California and occurs in the southern Sierra Nevada in Kern and Tulare counties with known flower color polymorphisms. There are 133 known occurrences of E. discolor wi",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Leptosiphon parviflorus,Polemoniaceae,3,2,3,39,99,Gene Expression of Anthocyanin Pigments in the California Native Plant Leptosiphon parviflorus: Interactions Between Flower Color Morphology and Abiotic Stressors,,https://openalex.org/W7111452177,"adaptation seen in plants is the production of anthocyanin pigments, which have been shown to protect plants from UV radiation, metabolic stress, and drought. In this study, we used the flower color polymorphic species Leptosiphon parviflorus to investigate the role of anthocyanin pigments in protecting plants from abiotic stress. To accomplish this, RNA samples were taken from flower, leaf and root tissue of different flower color morphs of Leptosiphon parv",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Parrya nudicaulis,Brassicaceae,3,2,3,27,67,Arctic Mustard Flower Color Polymorphism Controlled by Petal-Specific Downregulation at the Threshold of the Anthocyanin Biosynthetic Pathway,10.1371/journal.pone.0018230,https://openalex.org/W2145916438,"ochemical and molecular basis for the flower color variation and examining any pleiotropic effects manifested in vegetative tissues. Herein, we describe a widespread purple-white flower color polymorphism in the mustard Parrya nudicaulis spanning Alaska. The frequency of white-flowered individuals increases with increasing growing-season temperature, consistent with the role of anthocyanin pigments in stress tolerance. White petals fail to produce the s",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Convolvulus arvensis,Convolvulaceae,2,2,2,39,53,Spatial patterns of flower colour variation in native and introduced ranges of Convolvulus arvensis (Convolvulaceae) revealed by citizen‐science data and machine learning,10.1111/plb.13537,https://openalex.org/W4376223817,"s. Investigation of this phenomenon led to multiple discoveries, including the principles of heredity and the foundations of population genetics. I examined flower colour variation across native and introduced ranges of Convolvulus arvensis, which exhibits flower colour polymorphism (individuals have white or pink petals). To study flower colour variation of this species throughout large geographic scale, I used observations gathered from the iNaturalist p",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Encelia farinosa,Asteraceae,2,2,2,39,56,Population structure and natural selection across a flower color polymorphism in the desert plant Encelia farinosa,10.1002/ajb2.16413,https://openalex.org/W4403034968,"and history in structuring polymorphisms. METHODS: In this study, we combine field-sampling, genetics, climatic analyses, and machine learning to understand a flower color polymorphism in the wide-ranging desert annual Encelia farinosa. RESULTS: We find evidence for replicated transitions in disk floret color from brown to yellow across spatial scales, with the most prominent cline stretching ~100 km from southwestern United States into México. Becaus",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Rhododendron arboreum,Ericaceae,2,2,2,33,53,"Altitudinal variation in flower color and attraction pattern of Rhododendron arboreum Sm. in central Himalayan Region of Uttarakhand, India",10.1163/22238980-bja10061,https://openalex.org/W4281817580,"ation and attraction as a mechanism for pollination and protection of floral parts. As part of this study, a survey relating to flower color variation and differences in spotting pattern (nectar guides) was conducted on Rhododendron arboreum , a widespread tree species in the mountainous region of Uttarakhand state, at 43 different altitudinal locations. Seven original color morphs of flowers and five types of spot variation in the nectar guide were observe",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Tecomella undulata,Bignoniaceae,2,2,2,39,64,Artificial intelligence-based classification of flower colour polymorphism for conservation and genetic resource management of Tecomella undulata (Sm) Seem,10.1017/s1479262125100440,https://openalex.org/W4417152542,"Abstract Flower colour is a key trait shaping pollination, reproduction and plant–environment interactions. In arid ecosystems, it may also signal adaptations to heat and (Ultraviolet) UV stress. Tecomella undulata , a threatened keystone tree of the Indian Desert, exhibits striking flower colour polymorphism with yellow, orange and red morphs. This study tested whether artificial intelligence (AI) can reliably classify these morp",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Corydalis cava,Papaveraceae,2,2,1,33,56,Do queens of bumblebee species differ in their choice of flower colour morphs of Corydalis cava (Fumariaceae)?,10.1007/s13592-014-0326-x,https://openalex.org/W2064420380,"Bumblebee queens require a continuous supply of flowering food plants from early spring for the successful development of annual colonies. Early in spring, Corydalis cava provides essential nectar and pollen resources and a choice of flower colour. In this paper, we examine flower colour choice (purple or white) in C. cava and verify the hypothesis that bumblebee queens differ in their c",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Erythronium umbilicatum,Liliaceae,2,2,1,29,55,Evolution and Genetics of Floral Color Polymorphisms in Clarkia gracilis ssp. sonomensis and Erythronium umbilicatum,,https://openalex.org/W3034389613,Evolution and Genetics of Floral Color Polymorphisms in Clarkia gracilis ssp. sonomensis and Erythronium umbilicatum,0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Geranium thunbergii,Geraniaceae,2,2,1,39,68,Development and characterization of nuclear microsatellite markers to reveal the neutral demographic background of flower color polymorphism in Geranium thunbergii (Geraniaceae),10.1266/ggs.20-00062,https://openalex.org/W3155587122,"Nuclear microsatellite markers were developed for Geranium thunbergii, an herbaceous plant characterized by petal color polymorphism. Utilizing RNA sequencing data obtained by next-generation sequencing techniques, we developed and characterized 19 polymorphic microsatellite markers with",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Cicer arietinum,Fabaceae,2,2,0,21,36,Exploring the Genetic Diversity and Population Structure in Chickpea Cultivated Germplasm & Genetic Basis of Flower Color Polymorphism in Chickpea (Cicer arietinum L.),,https://openalex.org/W3004089170,Exploring the Genetic Diversity and Population Structure in Chickpea Cultivated Germplasm & Genetic Basis of Flower Color Polymorphism in Chickpea (Cicer arietinum L.),0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Clarkia gracilis,Onagraceae,2,2,0,29,41,Evolution and Genetics of Floral Color Polymorphisms in Clarkia gracilis ssp. sonomensis and Erythronium umbilicatum,,https://openalex.org/W3034389613,Evolution and Genetics of Floral Color Polymorphisms in Clarkia gracilis ssp. sonomensis and Erythronium umbilicatum,0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Hepatica nobilis,Ranunculaceae,2,2,0,29,58,Flower color polymorphism in Hepatica nobilis var. japonica with reference to genetic backgrounds and reproductive success,10.14989/doctor.k21875,https://openalex.org/W2957429669,Flower color polymorphism in Hepatica nobilis var. japonica with reference to genetic backgrounds and reproductive success,0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Butomus umbellatus,Butomaceae,3,1,2,29,67,Asymmetric pollen–pistil interactions contribute to maintaining floral colour polymorphism in a clonal aquatic plant (Butomus umbellatus L.),10.1016/j.aquabot.2012.12.007,https://openalex.org/W2025476323,Asymmetric pollen–pistil interactions contribute to maintaining floral colour polymorphism in a clonal aquatic plant (Butomus umbellatus L.),0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Geranium nepalense,Geraniaceae,1,1,1,39,39,Flower Colour Polymorphism in Geranium nepalense (Geraniaceae): Adaptation to Non-Pollinator Agents,10.3161/15052249pje2016.64.4.007,https://openalex.org/W2588750614,"ABSTRACT Flower colour polymorphism is attributed to pollinator or non-pollinator mediated selection. Geranium nepalense has common white morph and very rare pink morph. We compared pollinator visitation frequencies, temperature and soil moisture between two morphs in the mixed morph population. We also compared morph ratio and reproducti",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Haageocereus acranthus,Cactaceae,1,1,1,25,25,Mixed-vertebrate pollination traits and pollinators of Haageocereus acranthus (Cactaceae) in a lomas desert ecosystem of coastal Peru,10.64898/2026.01.08.698271,https://openalex.org/W7119625742,"s mixed strategy could reduce vulnerability to the absence or decline of specific pollinator groups, ensuring consistent reproductive success. Key message In a lomas desert ecosystem of coastal Peru, the columnar cactus Haageocereus acranthus shows traits and interactions consistent with a mixed-vertebrate pollination system (hummingbirds and bats), with no detectable differences between flower color morphotypes in either traits or interactions.",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Leavenworthia stylosa,Brassicaceae,1,1,1,39,39,Reproductive character displacement shapes a spatially structured petal color polymorphism in Leavenworthia stylosa,10.1111/evo.12659,https://openalex.org/W2005881429,"cological character displacement) or the risk of forming hybrids with reduced fitness (reproductive character displacement). We test these and alternative hypotheses to explain a yellow-white petal color polymorphism in Leavenworthia stylosa, where yellow morphs are spatially associated with a white-petaled congener (Leavenworthia exigua) that produces hybrids with complete pollen sterility. A reciprocal transplant experiment found limited evidence of local",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Leptocereus scopulophilus,Cactaceae,1,1,1,39,39,"Flower morphs in Leptocereus scopulophilus (Cactaceae) and their reproductive success in Pan de Matanzas, Cuba",10.25223/brad.n40.2022.a1,https://openalex.org/W4280574450,"Flower colour polymorphism is one of the most attractive features in pollination studies. This article investigates the factors influencing the frequency of flower colour polymorphism in the Cuban cactus Leptocereus scopulophilus, where four flower morphs have been reported. We determined whether the colour of the tepals is a discrete variable and estimated morphs frequency in the population. To explain the frequencies of the flower morphs, we c",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Lilium sulphureum,Liliaceae,1,1,1,31,31,Studies on Intraspecific Differentiations of Flowering Colors of Lilium sulphureum Baker apud Hook.f.in Yunnan,,https://openalex.org/W2357395938,"Intraspecific differentiations in flower color are obvious in Lilium sulphureum Baker apud Hook.f.in Yunnan.There are polymorphsim within populations and obvious polytypism among populations.The flower color presents gradient variation.Specially,variations of flower color within Puer population are",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Lupinus perennis,Fabaceae,1,1,1,33,33,Effects of Flower Color on Pollination and Seed Production in Lupinus Perennis,,https://openalex.org/W3041830603,"We examined how flower color morphs (blue vs white) in Lupinus perennis affect the probability of a flower setting fruit, average mass of a seed produced, and average number of seeds per pod.",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Mirabilis jalapa,Nyctaginaceae,1,1,1,25,25,"Betalain Color Morphs Exhibit Differential Growth, Defensive Ability, and Pollen Tube Growth Rates in Mirabilis jalapa (Nyctaginaceae)",10.1086/673245,https://openalex.org/W2065776166,"heir phylogenetic counterparts, the anthocyanins, do.Methodology. We measured floral and leaf betalain concentrations and several phenological and performance traits in four floral color morphs of horticultural lines of Mirabilis jalapa (Nyctaginaceae). We also performed herbivore assays and measured pollen tube length in situ to investigate the role of betalain concentration in defense and prezygotic barriers among the floral color morphs.Pivotal resu",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Narcissus pseudonarcissus,Amaryllidaceae,1,1,1,31,31,Transcriptome Sequencing and Biochemical Analysis of Perianths and Coronas Reveal Flower Color Formation in Narcissus pseudonarcissus,10.3390/ijms19124006,https://openalex.org/W2904598959,"Narcissus pseudonarcissus is an important bulbous plant with white or yellow perianths and light yellow to orange-red coronas, but little is known regarding the biochemical and molecular basis related to flower color polymorphisms. To investigat",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Succisella microcephala,Caprifoliaceae,1,1,1,25,25,Visual attraction cues associated with tachinid pollination: insights from colour variation in Succisella microcephala (Caprifoliaceae),10.26786/1920-7603(2025)892,https://openalex.org/W4417421528,"challenging due to their functional heterogeneity. Recent studies have therefore proposed narrowing dipteran pollination into more precise syndromes. In this context, preliminary field observations of flower visitors to Succisella microcephala suggest a potential case of specialisation towards tachinid flies. Despite its generalist-like floral morphology, S. microcephala exhibits geographic variation in corolla colour and contrasting pigmentation between the",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Viola diversifolia,Violaceae,1,1,1,31,31,Polymorphisme morphologique chez le pollen et la fleur de Viola diversifolia (Gingins) Becker,10.1080/01811789.1990.10827015,https://openalex.org/W2033544458,"Click to increase image sizeClick to decrease image sizeSummaryPollen and flower color polymorphism were both found in Viola diversifolia. In all populations studied, 3, 4, 5 and 6-apertured pollen grains were observed. The proportions of these four morphs did not differ significantly between flowers of the same individual, nor between individuals of the",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Aloe petricola,Asphodelaceae,1,1,0,29,29,"Does colour matter? Flower colour polymorphism, pollinator visitation and reproductive success in the endemic Aloe petricola",10.1016/j.sajb.2018.02.109,https://openalex.org/W2796240393,"Does colour matter? Flower colour polymorphism, pollinator visitation and reproductive success in the endemic Aloe petricola",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Hydrophyllum appendiculatum,Hydrophyllaceae,1,1,0,29,29,Reproductive Consequences of a Flower Color Polymorphism in Hydrophyllum appendiculatum,10.2307/2426522,https://openalex.org/W2313736393,Reproductive Consequences of a Flower Color Polymorphism in Hydrophyllum appendiculatum,0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Pleione limprichtii,Orchidaceae,1,1,0,29,29,Comparative Transcriptomics Provides Insight into Floral Color Polymorphism in a Pleione limprichtii Orchid Population,10.3390/ijms21010247,https://openalex.org/W2997206648,Comparative Transcriptomics Provides Insight into Floral Color Polymorphism in a Pleione limprichtii Orchid Population,0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Gentiana lutea,Gentianaceae,23,15,22,30,497,Differences in pollination success between local and foreign flower color phenotypes: a translocation experiment with Gentiana lutea (Gentianaceae),10.7717/peerj.2882,https://openalex.org/W2474042264,Background The adaptive maintenance of flower color variation is frequently attributed to pollinators partly because they preferentially visit certain flower phenotypes. We tested whether Gentiana lutea —which shows a flower color variation (from orange to yellow) in the Cantabrian Mountains range (north of Spain)—is locally adapted to the pollinator community. Methods We transplanted orange-flowering individuals to a,0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Lysimachia arvensis,Primulaceae,11,10,9,39,300,Flower colour segregation and flower discrimination under the bee vision model in the polymorphic Lysimachia arvensis,10.6084/m9.figshare.9848495,https://openalex.org/W4394516990,"Floral colour determines pollinator behaviour, strongly affecting plant-mating systems. Lysimachia arvensis has blue- and red-flowered plants and colour inheritance remains largely unknown. A control of floral colour based on one locus, with the red allele as dominant, has been proposed. This proposal cannot explain the spora",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Digitalis purpurea,Plantaginaceae,7,7,4,30,179,Flower color variation in Digitalis purpurea,10.6084/m9.figshare.29095451.v1,https://openalex.org/W7130406677,In this study we evaluated the effects of biotic (pollinators) and abiotic (soil nutrients) on flower color variation of Digitalis purpurea in three native populations from Sweden and two introduced populations from Bolivia.,0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Phlox drummondii,Polemoniaceae,8,6,7,30,181,MOLECULAR SIGNATURES OF SELECTION ON REPRODUCTIVE CHARACTER DISPLACEMENT OF FLOWER COLOR IN PHLOX DRUMMONDII,10.1111/j.1558-5646.2011.01452.x,https://openalex.org/W1519665771,"s been observed in a wide variety of plants and animals. A classic example of reproductive character displacement, presumed to be caused by reinforcing selection, is flower-color variation in the native Texas wildflower Phlox drummondii. Here, we use population genetic analyses to investigate molecular signatures of selection on flower-color variation in this species. First, we quantify patterns of neutral genetic variation across the range of P. drumm",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Lobelia siphilitica,Campanulaceae,5,5,4,30,96,"Pollinators, Herbivores, and the Maintenance of Flower Color Variation: A Case Study with Lobelia siphilitica",10.1086/656511,https://openalex.org/W2077295153,"nd the agents of selection on flower color have rarely been estimated. We estimated selection by pollinators and a predispersal seed predator on the three fundamental components of color (brightness, chroma, and hue) of Lobelia siphilitica flowers. We compared phenotypic selection on flowers of supplemental hand- versus open-pollinated plants to infer whether pollinators were an agent of selection on color. We compared attacked and unattacked plants to in",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
