species,blind_id,photo_id,review_order_within_species,crop_status,condition_review,condition_failure_reason,review_notes,final_condition_label,evaluation_row
Lysimachia arvensis,95d8bc9474a2c9af,3037719,42,ok,,,,False,False
Lysimachia arvensis,a07529c0359b4eb6,3528656,43,ok,,,,False,False
Lysimachia arvensis,a605dbc17a2fc105,379641,44,ok,,,,False,False
Lysimachia arvensis,a692bf3e421207cf,4113687,45,ok,,,,False,False
Lysimachia arvensis,a7a9205c76fd4d45,3288782,46,ok,,,,False,False
Lysimachia arvensis,a7e4729252f860ff,5157728,47,ok,,,,False,False
Lysimachia arvensis,a9482bbf8e7eac90,4258692,48,ok,,,,False,False
Lysimachia arvensis,a9541599b576d87f,3197903,49,ok,,,,False,False
Lysimachia arvensis,b1354cef3191157d,5271938,50,ok,,,,False,False
Lysimachia arvensis,b1687d0cdabf8ec4,3636080,51,ok,,,,False,False
Lysimachia arvensis,b3527e760509199a,1246268,52,ok,,,,False,False
Lysimachia arvensis,b8a6911fbcd7c960,3203508,53,ok,,,,False,False
Lysimachia arvensis,bbc3ff89a5976585,3261972,54,ok,,,,False,False
Lysimachia arvensis,c1ee82a8563389e2,4625006,55,ok,,,,False,False
Lysimachia arvensis,c2381bb11b13fbaf,3893038,56,ok,,,,False,False
Lysimachia arvensis,c44bba55261ac6dc,2042455,57,ok,,,,False,False
Lysimachia arvensis,c4bf0b5f2c19462d,1888168,58,ok,,,,False,False
Lysimachia arvensis,c7b9abb5c1ae8c59,4998322,59,ok,,,,False,False
Lysimachia arvensis,c869f5d323aaa8cb,3348169,60,ok,,,,False,False
Lysimachia arvensis,d347c78d679dc2de,4484385,61,ok,,,,False,False
Lysimachia arvensis,d6cfaab503fb31f8,3276273,62,ok,,,,False,False
Lysimachia arvensis,d80689cc5121e120,4369598,63,ok,,,,False,False
Lysimachia arvensis,d9a6f9e61e56d2fe,3538337,64,ok,,,,False,False
Lysimachia arvensis,de1354f1c86b823d,422712,65,ok,,,,False,False
Lysimachia arvensis,df3e901a044c7e9a,2233820,66,ok,,,,False,False
Lysimachia arvensis,e0fd97f938391efb,4717870,67,ok,,,,False,False
Lysimachia arvensis,e1082ab842a870b8,3998957,68,ok,,,,False,False
Lysimachia arvensis,e145683afdf3687e,5106925,69,ok,,,,False,False
Lysimachia arvensis,e799bc207439cb31,4161611,70,ok,,,,False,False
Lysimachia arvensis,e90ef98b79a2e513,3777797,71,ok,,,,False,False
Lysimachia arvensis,ec6db1cff3c60ab7,3293795,72,ok,,,,False,False
Lysimachia arvensis,ecdd0eb5208b74f4,938885,73,ok,,,,False,False
Lysimachia arvensis,eed8790469f1bef3,3912970,74,ok,,,,False,False
Lysimachia arvensis,f0bbf185ebb04102,1183867,75,ok,,,,False,False
Lysimachia arvensis,f17a532e4263b929,4047979,76,ok,,,,False,False
Lysimachia arvensis,f1d9a469387c9819,1787686,77,ok,,,,False,False
Lysimachia arvensis,f4d789cf75728a78,3268849,78,ok,,,,False,False
Lysimachia arvensis,f6f3683fcebabdce,5203894,79,ok,,,,False,False
Lysimachia arvensis,fe90a60871491acb,3915215,80,ok,,,,False,False
Raphanus sativus,005afd4f58b202db,6386705,1,ok,,,,False,False
Raphanus sativus,02670186ddf2c45f,1557951,2,ok,,,,False,False
Raphanus sativus,087348d108a5df6e,3361734,3,ok,,,,False,False
Raphanus sativus,0bed62b077ad9242,1604385,4,ok,,,,False,False
Raphanus sativus,0d116ec996555eef,5937562,5,ok,,,,False,False
Raphanus sativus,0e2ab85fdee1a0c5,3992768,6,ok,,,,False,False
Raphanus sativus,11f85199c5d654f8,627074,7,ok,,,,False,False
Raphanus sativus,13f34a2818099729,7083469,8,ok,,,,False,False
Raphanus sativus,20c352b936412d10,159059,9,ok,,,,False,False
Raphanus sativus,2796000d502ab2a5,7121298,10,ok,,,,False,False
Raphanus sativus,279e97b9bd1e0e24,63643,11,ok,,,,False,False
Raphanus sativus,2aa2c56a46f58109,7366268,12,ok,,,,False,False
Raphanus sativus,2bbedf3553a20634,3090514,13,ok,,,,False,False
Raphanus sativus,30a35097b4db88e8,1879426,14,ok,,,,False,False
Raphanus sativus,38a425ac770dd1eb,7135197,15,ok,,,,False,False
Raphanus sativus,39d7a1f138f833a1,7624612,16,ok,,,,False,False
Raphanus sativus,3b2ee688880dd1df,1821103,17,ok,,,,False,False
Raphanus sativus,40a47bdce6f01953,3234971,18,ok,,,,False,False
Raphanus sativus,4d531c71d949000a,8708182,19,ok,,,,False,False
Raphanus sativus,4de478bcb26d6b28,7111434,20,ok,,,,False,False
Raphanus sativus,5a496c846ec9cfc1,761835,21,ok,,,,False,False
Raphanus sativus,5c42bd8cbf3c29c8,3335838,22,ok,,,,False,False
Raphanus sativus,5dba8b1631babcdd,3084703,23,ok,,,,False,False
Raphanus sativus,5ed9ad86ab2aab47,1845892,24,ok,,,,False,False
Raphanus sativus,62e8bec0b8f13dc6,8876727,25,ok,,,,False,False
Raphanus sativus,652cf2bdc33ce789,3286473,26,ok,,,,False,False
Raphanus sativus,688c9916038baa47,8225466,27,ok,,,,False,False
Raphanus sativus,694435abb1682985,8574162,28,ok,,,,False,False
Raphanus sativus,6ede66dbecb10803,6485733,29,ok,,,,False,False
Raphanus sativus,6ef2a120532e4f81,7424588,30,ok,,,,False,False
Raphanus sativus,76a6a6e2111fc3ce,8391550,31,ok,,,,False,False
Raphanus sativus,78499c6029cb65b9,2203497,32,ok,,,,False,False
Raphanus sativus,79354c95f8c1ae0f,6226591,33,ok,,,,False,False
Raphanus sativus,7e780d73f38916ff,7928380,34,ok,,,,False,False
Raphanus sativus,7ea5e01e568488fc,1795810,35,ok,,,,False,False
Raphanus sativus,7f41e6c42571aea6,4113592,36,ok,,,,False,False
Raphanus sativus,849470e457eff600,7578123,37,ok,,,,False,False
Raphanus sativus,8573738d9650a343,3789932,38,ok,,,,False,False
Raphanus sativus,86512f65fff72b07,3882101,39,ok,,,,False,False
Raphanus sativus,86ff9f917ebb6153,4420171,40,ok,,,,False,False
Raphanus sativus,89f838a269d46dbb,6632623,41,ok,,,,False,False
Raphanus sativus,8e95d555ad28e960,1919238,42,ok,,,,False,False
Raphanus sativus,8ee2aba43807d704,3510491,43,ok,,,,False,False
Raphanus sativus,8f473e4cb505fd53,4193616,44,ok,,,,False,False
Raphanus sativus,8fc1272aa2feef22,7517167,45,ok,,,,False,False
Raphanus sativus,90c1f88854a4393c,280636,46,ok,,,,False,False
Raphanus sativus,94c3472ea2b22f12,3800140,47,ok,,,,False,False
Raphanus sativus,94ec502cf85e898f,8569099,48,ok,,,,False,False
Raphanus sativus,951c57989f9a26da,8132361,49,ok,,,,False,False
Raphanus sativus,98f5184aa601d56e,3430590,50,ok,,,,False,False
Raphanus sativus,99bab2968dfa943f,7702860,51,ok,,,,False,False
Raphanus sativus,9a8c667d20174397,8432061,52,ok,,,,False,False
Raphanus sativus,9efafd932b178d8f,8732276,53,ok,,,,False,False
Raphanus sativus,a0bdd7f5c75c33e8,2818923,54,ok,,,,False,False
Raphanus sativus,a18bc7d4e249d739,7710722,55,ok,,,,False,False
Raphanus sativus,a5943a4be2cf5507,7231361,56,ok,,,,False,False
Raphanus sativus,a9381c584c68c9df,4910430,57,ok,,,,False,False
Raphanus sativus,ab77ff8916bf2f53,2199268,58,ok,,,,False,False
Raphanus sativus,ac25d230ade39948,8353714,59,ok,,,,False,False
Raphanus sativus,aefb24a55e5feb8c,7191543,60,ok,,,,False,False
Raphanus sativus,b156efe3b2d66341,1593787,61,ok,,,,False,False
Raphanus sativus,b60af02b890f3290,5011622,62,ok,,,,False,False
Raphanus sativus,b70246b66ae888c0,3443827,63,ok,,,,False,False
Raphanus sativus,b7df8e2e52c21a3c,7743010,64,ok,,,,False,False
Raphanus sativus,bf6ecd16ee212a48,4083098,65,ok,,,,False,False
Raphanus sativus,c0b55f1dfae13044,7417731,66,ok,,,,False,False
Raphanus sativus,c48aff921164ae07,7875692,67,ok,,,,False,False
Raphanus sativus,c50f27bfb9846fca,6608407,68,ok,,,,False,False
Raphanus sativus,c7358d81ec12c087,7127746,69,ok,,,,False,False
Raphanus sativus,d6c422d452d4e827,6534310,70,ok,,,,False,False
Raphanus sativus,db18021a15392aaa,2342916,71,ok,,,,False,False
Raphanus sativus,dede43f6251f7ee5,7895975,72,ok,,,,False,False
Raphanus sativus,df27c90039f237ec,1412447,73,ok,,,,False,False
Raphanus sativus,ee327247d642c8a3,7878731,74,ok,,,,False,False
Raphanus sativus,f04ca377e34b332f,6032781,75,ok,,,,False,False
Raphanus sativus,f1d799bc40e7904f,7102983,76,ok,,,,False,False
Raphanus sativus,f460c13e7cfe0254,7880537,77,ok,,,,False,False
Raphanus sativus,f5ef9be519d00f3e,3679920,78,ok,,,,False,False
Raphanus sativus,fe62161118224c00,8343658,79,ok,,,,False,False
Raphanus sativus,ff8493c7c579aa14,7204126,80,ok,,,,False,False
