measurement_id,cell_id,observation_id,photo_id,photo_license,attribution,species,inat_taxon_id,latitude,longitude,positional_accuracy_m,observed_on,observer_id,observer,morph,measurement_status,roi_status,failure_reasons,image_sha256,flower_effective_pixels,background_effective_pixels,horizontal_flip_mask_iou,horizontal_flip_colour_delta_e,mask_pixels,nuisance_pixel_fraction,palette_count_white,palette_count_yellow,palette_count_orange,palette_count_red,palette_count_pink,palette_count_magenta,palette_count_purple,palette_count_blue,palette_count_bronze,palette_count_green,palette_count_brown,palette_count_black,flower_fraction_white,flower_fraction_yellow,flower_fraction_orange,flower_fraction_red,flower_fraction_pink,flower_fraction_magenta,flower_fraction_purple,flower_fraction_blue,flower_fraction_bronze
FCPR-FFD3F593CD661D16F2399B66,132,304000864,547980766,cc-by-nc,"(c) John D Reynolds, some rights reserved (CC BY-NC)",Kalmia angustifolia,53041,49.638893,-57.90107,7.0,2025-07-15,459348,johndreynolds,red_pink,classified_four_state_morph,automated_colour_state_admitted,,beb1b91e1b89106eada90628e7f09086414ec3bc4cdd0e7028d09b8cc9bd9e98,134532,167596.0,0.6790170403587444,1.4815437812847598,134532.0,0.3946867659738947,4291.0,0.0,0.0,2630.0,64959.0,3441.0,3.0,0.0,6110.0,771.0,51536.0,791.0,0.0526929783628459,0.0,0.0,0.032296092541199,0.7976889260014245,0.0422550777316599,3.683964928653879e-05,0.0,0.075030085713584
FCPR-BE7A85B918B2311AE224A4B4,132,304105280,548180806,cc-by-nc,"(c) Adam Kalab, some rights reserved (CC BY-NC)",Platanthera dilatata,78623,49.4712444444,-57.9597555556,5.0,2025-07-15,4450215,adam_kalab,white,classified_four_state_morph,automated_colour_state_admitted,,93a2ee726dd95e62342e9d6d7fc4c268ca21845b5808dd8dde5d34b7d55fe495,18227,48388.0,0.8023706192542815,0.7014427436238575,18227.0,0.0502002523728534,17295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,662.0,251.0,2.0,0.999018022181146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009819778188539
FCPR-86A3EEC91DECBB641200D599,132,304483268,548879563,cc-by-nc,"(c) John D Reynolds, some rights reserved (CC BY-NC)",Sarracenia purpurea,52651,49.42728,-57.738213,6.0,2025-07-16,459348,johndreynolds,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,2973b4aa83ea69d6d3cfa397da73bde72a691d78bf27e702d17ea751cc78ab51,57136,127169.0,0.9896373959385558,0.0515043634759619,57136.0,0.3287944553346401,936.0,9023.0,392.0,1020.0,105.0,0.0,0.0,0.0,26874.0,1523.0,14674.0,2589.0,0.0244067796610169,0.2352803129074315,0.0102216427640156,0.0265971316818774,0.0027379400260756,0.0,0.0,0.0,0.7007561929595828
FCPR-0B5B8EF71AE814A5836518A7,132,304611090,549153682,cc-by,"(c) Patrice Dupont, some rights reserved (CC BY)",Pedicularis palustris,118803,49.6225,-57.921975,4.0,2025-07-02,6633440,patrice_dupont,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability,b09fcdb62252dc4ceeb41f70f8d2962a1b903168fc4358bb33c63477637ed329,15364,31681.0,0.4885315512860673,3.40626607323062,15364.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-45FD4A874FD9B8201FB1F755,132,304735746,549388291,cc-by,"(c) Patrice Dupont, some rights reserved (CC BY)",Sisyrinchium montanum,127372,49.5195416667,-57.8701783333,4.0,2025-07-02,6633440,patrice_dupont,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,c1dd81ab5dc77fa1adc099b74a86b4847b4a3d756153f305e83b1d2a27283b99,7949,17880.0,0.9806031785758978,0.4195344364403537,7949.0,0.039124418165807,0.0,4247.0,741.0,0.0,0.0,0.0,0.0,0.0,2650.0,0.0,311.0,0.0,0.0,0.5560356114166012,0.0970149253731343,0.0,0.0,0.0,0.0,0.0,0.3469494632102645
FCPR-7284D7495F8E398EECA95B1E,132,305093074,550036092,cc-by-nc,"(c) Adam Kalab, some rights reserved (CC BY-NC)",Hypericum perforatum,56077,49.4595972222,-58.1182222222,6.0,2025-07-18,4450215,adam_kalab,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,c184fcb571159d1740421df13279595c51922beb410287a6e26cb858fa8a8633,16503,43907.0,0.5821610296318468,32.84795748035954,16503.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-E9080FEAE5468CB40365125C,132,305312089,550472968,cc-by-nc,"(c) Cody Chapman, some rights reserved (CC BY-NC)",Saxifraga aizoides,144152,49.4710583333,-57.9597466667,3.0,2025-08-09,323903,sandwich,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,e6ab60120ec3bea82c30b546041a78ae3db7987fa63ccce35ee51b0c385cc422,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-DCD2CE8EAE539EE4110D7A7F,132,30606155,47823261,cc-by-nc,"(c) margopatrick, some rights reserved (CC BY-NC)",Asclepias syriaca,47911,46.0090822099,-59.939964884,362.0,2019-08-07,2100555,margopatrick,white,classified_four_state_morph,automated_colour_state_admitted,,baf6ebf4339a333bcc3281a0b7853b77cdfc65ee5909c3f0ba16cc8cc258043d,195653,231351.0,0.7746375616282692,1.7423445507112658,195653.0,0.4086571634475321,64839.0,162.0,37.0,136.0,84.0,0.0,0.0,31.0,50409.0,28574.0,48217.0,3164.0,0.5604159103873878,0.001400197064772,0.0003197980950405,0.0011754740790679,0.0007260281076595,0.0,0.0,0.0002679389444934,0.4356946533215786
FCPR-571C8CA317467A661C962B2A,132,306124964,552022881,cc-by-nc,"(c) Cody Chapman, some rights reserved (CC BY-NC)",Dasiphora fruticosa,76606,49.7867216667,-57.8683133333,3.0,2025-08-05,323903,sandwich,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,77d86f16dbc279c17529eeac36f8a47c7bb7bd1356542ff6fe8a84011e8b6d62,71315,147356.0,0.9258016304347826,1.088677147310657,71315.0,0.0309472060576316,138.0,62310.0,2461.0,0.0,0.0,0.0,0.0,0.0,4199.0,1634.0,547.0,26.0,0.001996874457371,0.9016322278173294,0.0356109278231174,0.0,0.0,0.0,0.0,0.0,0.060759969902182
FCPR-26FA57F7E44678F4D53D3236,132,306652522,553031456,cc-by,"(c) Patrice Dupont, some rights reserved (CC BY)",Rhinanthus minor,61470,49.4688133333,-57.9578583333,12.0,2025-07-03,6633440,patrice_dupont,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,d9e1f12d09a9710ded86abe2848ed3fd327babb5512660aafaea502b5dd65a4f,16420,38659.0,0.6141206211628747,8.080903527722068,16420.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-ABC1D648684177C948CBF412,132,306723964,553163764,cc-by,"(c) Patrice Dupont, some rights reserved (CC BY)",Lathyrus japonicus,77638,50.1141861667,-57.6649083333,5.0,2025-07-04,6633440,patrice_dupont,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,b5e9acdbfc721566c058f0014a61aa89a730c4d96aa8c7e958aa029f4014d378,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-F00DC52DDEAD20A956F30639,132,306921539,553541071,cc-by,"(c) Patrice Dupont, some rights reserved (CC BY)",Rhodiola rosea,84436,50.707875,-57.3787833333,11.0,2025-07-04,6633440,patrice_dupont,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,7299e555cb167684f6cabd24e993ed8aed6a3f4486002e18a98fdf867262379e,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-0ABBC8143EC22B905631F240,132,307026666,553737733,cc-by,"(c) Patrice Dupont, some rights reserved (CC BY)",Rubus pubescens,132855,50.7125133333,-57.3842883333,6.0,2025-07-04,6633440,patrice_dupont,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,a920b5db17bc3aaf502861b96d67c2cb4e7fe1293708d27a7e8626ee40204531,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-F026D274847D2F8C505B8CAB,132,307109299,553894027,cc-by-nc,"(c) Cody Chapman, some rights reserved (CC BY-NC)",Platanthera orbiculata,131218,49.6733883333,-57.963955,4.0,2025-08-03,323903,sandwich,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,63e5091c64cffe7336f580beeca662b1a1de4a2357ec03d747134961544c40f1,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-D749DB523C7477F5BEB8CF66,132,308567814,556698722,cc-by-nc,"(c) Adam Kalab, some rights reserved (CC BY-NC)",Platanthera dilatata,78623,49.493380779,-58.0765160194,8.0,2025-07-23,4450215,adam_kalab,white,classified_four_state_morph,automated_colour_state_admitted,,107b04b84ada3ad93900f5432329c01ee51d03b4a3c1dede90744a748150910a,11634,27027.0,0.5943830066790758,0.6495537051729432,11634.0,0.3018738181193054,7791.0,138.0,0.0,0.0,0.0,0.0,0.0,3.0,190.0,3315.0,177.0,20.0,0.959246491012066,0.0169908889436099,0.0,0.0,0.0,0.0,0.0,0.000369367150948,0.023393252893376
FCPR-F507ED6478D68597B06433D8,132,309960469,559364938,cc-by-nc,"(c) Mark Cumming, some rights reserved (CC BY-NC)",Kalmia angustifolia,53041,47.6144222222,-52.7033222222,14.0,2025-07-11,8017840,markdcumming,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability,396a85831d5e3d8dca95fcd59ac080a60020a1282e28ead232ee5243d3fe1ae6,81070,136437.0,0.2392104461166983,3.236957699960839,81070.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-ADA2477F79C5C7828ED0940D,132,311127671,561592067,cc-by-nc,"(c) Adam Kalab, some rights reserved (CC BY-NC)",Hypericum perforatum,56077,48.4894966095,-54.0176431017,8.0,2025-07-30,4450215,adam_kalab,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,a8df5cdc3ccb02df7c7b4f8a6362f14ce1d297487f749a5deaef80de596daad5,43635,99308.0,0.601369182526623,2.519248082381493,43635.0,0.5007677323249685,397.0,10711.0,1962.0,0.0,0.0,0.0,0.0,0.0,8714.0,18320.0,3262.0,269.0,0.018224384869629,0.4916911494674991,0.0900661035622475,0.0,0.0,0.0,0.0,0.0,0.4000183621006243
FCPR-533788354191AFE205E60A9E,132,311239723,561831670,cc-by-nc,"(c) Catherine, some rights reserved (CC BY-NC)",Lonicera periclymenum,55885,47.4185184717,-53.5325125605,4289.0,2025-08-20,8769813,catmer36,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,5d5e6f566060e63519636bd9f04895ca539852bba8ab88b85aebe488c24906f0,12824,22410.0,0.2757772592545879,5.5208232195448055,12824.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-96E9B1E363DC831DE600D6D9,132,311578077,562471023,cc-by-nc,"(c) Graydon Gillies, some rights reserved (CC BY-NC)",Chamaenerion angustifolium,564969,49.6238633333,-57.9264966667,35.0,2025-08-25,3628151,ggraydon,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,6dce18c0cc3a3bc9cb6d5ac0a2489054ccfa611fcbe7a45096e0a23cc9fca223,9315,39795.0,0.242836832895888,8.506163233966499,9315.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-4426ED778AAFE99EB5973560,132,312910779,565018155,cc-by-nc,"(c) Lena Dietz Chiasson, some rights reserved (CC BY-NC)",Doellingeria umbellata,120179,49.6623416667,-57.8623716667,14.0,2025-09-09,255040,lenachiasson,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,55f38947d1b73f946daaca0c0f80a2558cd10be6cb706ef714c00198048a0402,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-EF4B03E3CE5213A9B62B3D04,132,313030853,565247976,cc-by-nc,"(c) Kelsey, some rights reserved (CC BY-NC)",Armeria maritima,60476,49.476578195,-57.9698297381,176.0,2025-07-05,1185125,kelsograce,mixed_uncertain,not_evaluable_ambiguous_palette_composition,automated_colour_state_admitted,not_evaluable_ambiguous_palette_composition,26f53eae20af1f4d0f028c8308c17dac021920e2abb4c24228e6c718a02848cb,17799,33491.0,0.9713735205064684,0.2087110086110406,17799.0,0.0536546997022304,5522.0,700.0,548.0,0.0,2506.0,0.0,657.0,133.0,6778.0,15.0,917.0,23.0,0.3278318689147471,0.0415578247447162,0.0325338399430064,0.0,0.148777012586084,0.0,0.0390049869389693,0.007895986701496,0.4023984801709808
FCPR-0472EF789EC1E70A772A99E5,132,313405039,565961032,cc-by-nc,"(c) Steven McGrath, some rights reserved (CC BY-NC)",Mertensia maritima,165350,45.9514053038,-59.8269433906,5.0,2025-09-12,746388,stevenmcgrath,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,42dcccc9e579958f072c125da443cd650e077048557bd53a662461eb1ad562d0,15875,22275.0,0.3209256157329859,11.00943895374419,15875.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-0E8AE4A61CA3FE6471EF151B,132,313411556,565973064,cc-by-nc,"(c) Brian Starzomski, some rights reserved (CC BY-NC)",Sarracenia purpurea,52651,49.625248,-57.928993,15.0,2025-07-15,515751,bstarzomski,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,45f212f1a51947cd5086970ce7fa0d04e0f31294d5a202e21dc7851f390bf464,30701,53301.0,0.860772971884083,1.889527876681172,30701.0,0.5172469952118823,544.0,1618.0,913.0,2606.0,3278.0,0.0,0.0,0.0,5862.0,1146.0,14715.0,19.0,0.0367046757978543,0.1091694217664125,0.0616017812563254,0.1758315903110451,0.221172660414277,0.0,0.0,0.0,0.3955198704540854
FCPR-14A980DE7BAF78C0F4361CDC,132,313428079,566003875,cc-by-nc,"(c) Brian Starzomski, some rights reserved (CC BY-NC)",Kalmia angustifolia,53041,49.631821,-57.91201,15.0,2025-07-15,515751,bstarzomski,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,54009fca690543ad389a4d0d5d318718ec151aef653b3068100d43ddbddf6cc8,97420,109033.0,0.3001974983541803,16.06600364174058,97420.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-1716B9016D0C3A8FA6705130,132,313530207,566207604,cc-by-nc,"(c) Melissa, some rights reserved (CC BY-NC)",Symphyotrichum novi-belgii,169474,47.5718564943,-53.5523273796,145.0,2025-09-13,9576207,melissa5k,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,03f8eb7a92f57b6e2ca4bad9851f27a42e35db4be21beaee3057ce6007ebeb07,83395,154400.0,0.5594071671509336,5.32909061562645,83395.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-7D5F112132A3744F0A50934A,132,321273825,581000603,cc-by-nc,"(c) Lena Dietz Chiasson, some rights reserved (CC BY-NC)",Cornus canadensis,47192,49.7145616667,-57.6614283333,13.0,2025-10-16,255040,lenachiasson,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,2978df06a2a094b79e7749668acc099381a0c28ee95f0505a88b4d467d512840,13648,31620.0,0.0,,13648.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-5A4543832E2888DBD500DD89,132,332781203,604010755,cc-by,"(c) Patrice Dupont, some rights reserved (CC BY)",Geranium pratense,55722,47.579532,-59.144408,10.0,2004-07-10,6633440,patrice_dupont,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,b5a0866916622d8532e1c86089ac66eef47bb9b8309a9496e61a13cb7641f3c9,132685,184190.0,0.2058852071094257,5.410942356645959,132685.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-98CA41DC860ADC0AB806D93F,132,36178056,57155722,cc-by-sa,"(c) Ryan Hodnett, some rights reserved (CC BY-SA)",Packera paupercula,127945,49.477387988,-57.9717362402,138.0,2019-08-17,422985,ryanhodnett,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,e5079c69637dc15bd46d6e30bdd7d92fb499d9ffc5d93bdebb38e1a7c5226ec8,22018,59862.0,0.9601983322064458,0.2792655757982665,22018.0,0.0015896085021346,0.0,19776.0,1535.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,35.0,0.0,0.0,0.8996042396397216,0.069826684256016,0.0,0.0,0.0,0.0,0.0,0.0305690761042623
FCPR-89E4D251777669A442CE01C4,132,365119754,666592600,cc-by-nc,"(c) klnangle, some rights reserved (CC BY-NC)",Arctostaphylos uva-ursi,68049,49.6752357483,-54.751865387,44.0,2026-05-25,4195608,klnangle,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,85f14a416023245ccfc0efa9372ee7d1a659133945dea8e700d29d764a877c44,833,1646.0,0.672254819782062,5.022787416037277,833.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-E0CDF50BDB409CD5B1053D56,132,370996910,677811212,cc-by-nc,"(c) ecoem22, some rights reserved (CC BY-NC)",Rhododendron canadense,153942,49.490895,-57.9342083333,6.0,2026-06-12,5887844,ecoem22,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,1ef43b4a1f50c5e67d4d1948ece3f611becc13d840db33cfdabf50b4524284ff,36835,83200.0,0.8267756094981226,10.190858921973122,36835.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-BC0476900DECD7F78A06DD17,132,371423498,678615184,cc-by-nc,"(c) ecoem22, some rights reserved (CC BY-NC)",Kalmia polifolia,865984,49.6378866667,-57.9025133333,5.0,2026-06-13,5887844,ecoem22,red_pink,classified_four_state_morph,automated_colour_state_admitted,,e9d29e2cbc9460b0c5f427aa433b3c78e37b2cd1af2ff521feb72df22ee94ae5,39879,81107.0,0.8492387302219127,3.389242294275721,39879.0,0.1084029188294591,1460.0,251.0,7.0,1585.0,19482.0,9964.0,5.0,0.0,2802.0,86.0,3782.0,455.0,0.0410619867251659,0.0070592867589155,0.0001968725390932,0.0445775677804027,0.5479244009449882,0.2802339970750365,0.0001406232422094,0.0,0.0788052649341883
FCPR-AC69028ACB97A1E28B7FF02A,132,372265621,680237287,cc-by-nc,"(c) cindyloum, some rights reserved (CC BY-NC)",Tussilago farfara,56222,49.5749204,-57.80559408,3.0,2026-06-15,8148891,cindyloum,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,9de60c23566137772ba7dd29e943a7bc503d6e51834d3e4f1d4927fcbee8ef9b,35738,63563.0,0.8338071710508157,4.664518979158596,35738.0,0.037215289048072,3297.0,30383.0,4.0,0.0,0.0,0.0,0.0,0.0,724.0,1147.0,159.0,24.0,0.0958207393629388,0.8830213903743316,0.0001162520344106,0.0,0.0,0.0,0.0,0.0,0.0210416182283189
FCPR-C43907A2AFA666A2FCC50953,132,373121559,681867442,cc-by-nc,"(c) lizmoon2025, some rights reserved (CC BY-NC)",Rhododendron canadense,153942,47.1651945,-52.8807833333,1754.0,2025-06-07,7523808,lizmoon2025,blue_purple,classified_four_state_morph,automated_colour_state_admitted,,ca5a1ab9ed1994b8ec30d453a626eb476437575fbac422f58a2b05fd661c8033,57848,91423.0,0.9382299464364692,2.0821787730119468,57848.0,0.2568628128889503,5187.0,59.0,0.0,0.0,4741.0,3586.0,25215.0,2964.0,1237.0,3961.0,7998.0,2900.0,0.120658773174533,0.0013724441136104,0.0,0.0,0.1102840261462234,0.0834166879899509,0.58654539533369,0.0689478703854474,0.0287748028565447
FCPR-586209EA5E1E6BB94E6A91DA,132,374414205,684353698,cc-by-nc,"(c) cindyloum, some rights reserved (CC BY-NC)",Rhododendron canadense,153942,48.6909738,-53.63824608,5.0,2026-06-22,8148891,cindyloum,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability,899258b6e8e9ab7e0837aa82bead115ea26d57088a828705f982ac3bb1b9325c,95270,166357.0,0.1526629453980778,2.790478313173665,95270.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-32D9B9152545F04F5478161C,132,376990451,689341981,cc-by-nc,"(c) thejasperpatch, some rights reserved (CC BY-NC)",Rhododendron canadense,153942,49.6239272416,-57.9156108946,88.0,2026-06-27,446692,thejasperpatch,blue_purple,classified_four_state_morph,automated_colour_state_admitted,,cf5feb33669da18d3559c8ad1a388de903309348b8f12b3dad520bdaded1422e,167242,252655.0,0.9233426293437634,1.32830449863162,167242.0,0.1036043577570227,25733.0,0.0,0.0,0.0,19950.0,4864.0,65512.0,33761.0,95.0,4252.0,7584.0,5491.0,0.1716506020078044,0.0,0.0,0.0,0.1330754093986592,0.0324450521962445,0.4369942967681686,0.2252009472034152,0.0006336924257079
FCPR-5E150BA2481B489FA0B57C07,132,377406943,690152668,cc-by-nc,"(c) Graydon Gillies, some rights reserved (CC BY-NC)",Cornus canadensis,47192,49.5203883333,-57.7891216667,15.0,2026-07-01,3628151,ggraydon,white,classified_four_state_morph,automated_colour_state_admitted,,6cb2f1bbc336beea6ddcd616a2cc674b62b260b67df716c629cc3a2744986e91,55722,96795.0,0.6134178712401491,0.7980186722707056,55722.0,0.0790890492085711,50244.0,572.0,0.0,0.0,5.0,0.0,0.0,0.0,494.0,3726.0,572.0,109.0,0.9791289096755336,0.0111468381564844,0.0,0.0,9.743739647276623e-05,0.0,0.0,0.0,0.0096268147715093
FCPR-8C7EBDEA19ABBFD9E38F5530,132,378569367,692387973,cc-by-nc,"(c) Brent Guinn, some rights reserved (CC BY-NC)",Cornus suecica,134125,48.7000283333,-53.0887666667,2.0,2026-07-05,3119920,brguinn,white,classified_four_state_morph,automated_colour_state_admitted,,92364293bd4981a596ebb4f1f7c5492f37371b87d7da4992fe8f8396fafbcbfd,49767,87584.0,0.990073647134166,0.0423519105360551,49767.0,0.1443526835051339,42031.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,515.0,204.0,4045.0,2935.0,0.9870370805250922,0.0,0.0,0.0,0.0008688913416151,0.0,0.0,0.0,0.0120940281332926
FCPR-0425CFF27E672F2BB6F06A6D,132,379250062,693707155,cc-by-nc,"(c) tessamcp, some rights reserved (CC BY-NC)",Cornus canadensis,47192,47.5217499708,-52.621734515,3.0,2026-07-02,4872317,tessamcp,white,classified_four_state_morph,automated_colour_state_admitted,,5e6d5e04eaf872a45891d7d3123ea16965e0e195492f97e2cc4255c15c06c9da,3650,7866.0,0.979536887452881,0.4577068384652128,3650.0,0.030958904109589,3487.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,43.0,69.0,1.0,0.9858637263217416,0.001696352841391,0.0,0.0,0.0,0.0,0.0,0.0,0.0124399208368674
FCPR-A8930B3172E6DC6550FBC85C,132,37984644,60300648,cc-by-nc,"(c) Andy Fyon, some rights reserved (CC BY-NC)",Armeria maritima,60476,49.4646769788,-57.9590775296,761.0,2011-06-17,726092,andyfyon,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,c7704e20bae2eea56608f55ab2f901aff9883eede7417b3f0226ad290f4f9e4f,13660,17976.0,0.0,44.06123625514255,13660.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
