permutation_index,mean_rho,subset,metric
891,0.003695792470000204,second_ge_0.10,observer_pair_exclusion
892,0.007490649915372305,second_ge_0.10,observer_pair_exclusion
893,-0.008787879914723507,second_ge_0.10,observer_pair_exclusion
894,0.00214712923200706,second_ge_0.10,observer_pair_exclusion
895,-0.002517832943861171,second_ge_0.10,observer_pair_exclusion
896,0.002420787206074447,second_ge_0.10,observer_pair_exclusion
897,-0.0006365609520996975,second_ge_0.10,observer_pair_exclusion
898,-0.0028019441672990733,second_ge_0.10,observer_pair_exclusion
899,0.003958690464591922,second_ge_0.10,observer_pair_exclusion
900,-0.001092715306096452,second_ge_0.10,observer_pair_exclusion
901,0.009972476548407275,second_ge_0.10,observer_pair_exclusion
902,0.006330973089254693,second_ge_0.10,observer_pair_exclusion
903,0.0019024560371492154,second_ge_0.10,observer_pair_exclusion
904,-0.0035170175140462234,second_ge_0.10,observer_pair_exclusion
905,-0.0018435399530981097,second_ge_0.10,observer_pair_exclusion
906,0.0054484796983530655,second_ge_0.10,observer_pair_exclusion
907,0.00879510939200601,second_ge_0.10,observer_pair_exclusion
908,0.0014543270086190413,second_ge_0.10,observer_pair_exclusion
909,-0.008868014839856116,second_ge_0.10,observer_pair_exclusion
910,-0.0038608660355415364,second_ge_0.10,observer_pair_exclusion
911,-0.0022735112130728226,second_ge_0.10,observer_pair_exclusion
912,-0.0007393203269663225,second_ge_0.10,observer_pair_exclusion
913,0.0052637643104673166,second_ge_0.10,observer_pair_exclusion
914,-0.005197722097365661,second_ge_0.10,observer_pair_exclusion
915,-0.003939040619156357,second_ge_0.10,observer_pair_exclusion
916,-0.005449493187929288,second_ge_0.10,observer_pair_exclusion
917,-0.013056837652110154,second_ge_0.10,observer_pair_exclusion
918,0.005679252194322934,second_ge_0.10,observer_pair_exclusion
919,-0.0015797761764318814,second_ge_0.10,observer_pair_exclusion
920,0.0033894909699552765,second_ge_0.10,observer_pair_exclusion
921,-0.0063884531018461735,second_ge_0.10,observer_pair_exclusion
922,-0.002884646229088095,second_ge_0.10,observer_pair_exclusion
923,-0.000415545155706847,second_ge_0.10,observer_pair_exclusion
924,-0.0067915726247427186,second_ge_0.10,observer_pair_exclusion
925,-0.0018566194647910454,second_ge_0.10,observer_pair_exclusion
926,0.005171663910636193,second_ge_0.10,observer_pair_exclusion
927,0.00036478025970941694,second_ge_0.10,observer_pair_exclusion
928,0.006828167079906914,second_ge_0.10,observer_pair_exclusion
929,0.008342744810063828,second_ge_0.10,observer_pair_exclusion
930,-0.007708827775110336,second_ge_0.10,observer_pair_exclusion
931,0.003430751447820495,second_ge_0.10,observer_pair_exclusion
932,-0.002699547169709707,second_ge_0.10,observer_pair_exclusion
933,0.004625082388939301,second_ge_0.10,observer_pair_exclusion
934,0.011436608912215082,second_ge_0.10,observer_pair_exclusion
935,0.0021783272015688626,second_ge_0.10,observer_pair_exclusion
936,-0.0020072705569247375,second_ge_0.10,observer_pair_exclusion
937,0.003289369306622665,second_ge_0.10,observer_pair_exclusion
938,-0.0014621981776140969,second_ge_0.10,observer_pair_exclusion
939,-0.006934213992081665,second_ge_0.10,observer_pair_exclusion
940,0.009162213736837644,second_ge_0.10,observer_pair_exclusion
941,0.0015996573176385426,second_ge_0.10,observer_pair_exclusion
942,0.006840518781445487,second_ge_0.10,observer_pair_exclusion
943,-0.0020425837439357704,second_ge_0.10,observer_pair_exclusion
944,-0.006650841306764295,second_ge_0.10,observer_pair_exclusion
945,0.003735639688707642,second_ge_0.10,observer_pair_exclusion
946,-0.006708151433930489,second_ge_0.10,observer_pair_exclusion
947,0.0015877358951107837,second_ge_0.10,observer_pair_exclusion
948,-0.002589103447187219,second_ge_0.10,observer_pair_exclusion
949,-0.008400709522958374,second_ge_0.10,observer_pair_exclusion
950,0.002908216459192547,second_ge_0.10,observer_pair_exclusion
951,0.004021470294968985,second_ge_0.10,observer_pair_exclusion
952,0.006871486019514748,second_ge_0.10,observer_pair_exclusion
953,-0.003955736191289905,second_ge_0.10,observer_pair_exclusion
954,0.000432776012311717,second_ge_0.10,observer_pair_exclusion
955,0.003986187685418718,second_ge_0.10,observer_pair_exclusion
956,-0.0008813517624033535,second_ge_0.10,observer_pair_exclusion
957,-0.004026281600028208,second_ge_0.10,observer_pair_exclusion
958,-0.002172674585880634,second_ge_0.10,observer_pair_exclusion
959,-0.002861683955143379,second_ge_0.10,observer_pair_exclusion
960,-0.00030790657457469077,second_ge_0.10,observer_pair_exclusion
961,-0.0010710023255993126,second_ge_0.10,observer_pair_exclusion
962,0.0009222658888149713,second_ge_0.10,observer_pair_exclusion
963,0.0009611334251514059,second_ge_0.10,observer_pair_exclusion
964,-0.0024770036892788035,second_ge_0.10,observer_pair_exclusion
965,0.0057789805938675545,second_ge_0.10,observer_pair_exclusion
966,0.0025645781297099863,second_ge_0.10,observer_pair_exclusion
967,-0.008325352650682316,second_ge_0.10,observer_pair_exclusion
968,-0.0022322648529735463,second_ge_0.10,observer_pair_exclusion
969,-0.00021479872615835506,second_ge_0.10,observer_pair_exclusion
970,0.0035511080249438056,second_ge_0.10,observer_pair_exclusion
971,-0.0019903816139324854,second_ge_0.10,observer_pair_exclusion
972,0.0005549400113699451,second_ge_0.10,observer_pair_exclusion
973,-0.0019004030178481465,second_ge_0.10,observer_pair_exclusion
974,0.0067476297006973905,second_ge_0.10,observer_pair_exclusion
975,-0.003610561749684176,second_ge_0.10,observer_pair_exclusion
976,-0.0011900614707386255,second_ge_0.10,observer_pair_exclusion
977,0.011607300893372417,second_ge_0.10,observer_pair_exclusion
978,0.002322051587774604,second_ge_0.10,observer_pair_exclusion
979,0.007847259980700247,second_ge_0.10,observer_pair_exclusion
980,0.00641505332749604,second_ge_0.10,observer_pair_exclusion
981,0.0011478531182005883,second_ge_0.10,observer_pair_exclusion
982,-0.00812369562765624,second_ge_0.10,observer_pair_exclusion
983,-0.00017044344240744393,second_ge_0.10,observer_pair_exclusion
984,0.0034067228774655556,second_ge_0.10,observer_pair_exclusion
985,0.002625964233983041,second_ge_0.10,observer_pair_exclusion
986,-0.00043021468858742904,second_ge_0.10,observer_pair_exclusion
987,-0.0017473192077038908,second_ge_0.10,observer_pair_exclusion
988,0.003804951406121822,second_ge_0.10,observer_pair_exclusion
989,0.003590316649953041,second_ge_0.10,observer_pair_exclusion
990,-0.00024007536759329006,second_ge_0.10,observer_pair_exclusion
991,0.00842962057910919,second_ge_0.10,observer_pair_exclusion
992,0.0045391681816988215,second_ge_0.10,observer_pair_exclusion
993,-0.0032183277565915385,second_ge_0.10,observer_pair_exclusion
994,0.005525631041519012,second_ge_0.10,observer_pair_exclusion
995,0.002063413953443828,second_ge_0.10,observer_pair_exclusion
996,-0.0011247973802213874,second_ge_0.10,observer_pair_exclusion
997,0.0021507885947625424,second_ge_0.10,observer_pair_exclusion
998,0.011240118073727443,second_ge_0.10,observer_pair_exclusion
0,-0.0026639621074988746,second_ge_0.20,observer_pair_exclusion
1,-0.012146403140673447,second_ge_0.20,observer_pair_exclusion
2,0.0012851032891313785,second_ge_0.20,observer_pair_exclusion
3,-0.0026364362253176853,second_ge_0.20,observer_pair_exclusion
4,0.0011355336863061534,second_ge_0.20,observer_pair_exclusion
5,-0.010118250859253431,second_ge_0.20,observer_pair_exclusion
6,-0.007369290397847929,second_ge_0.20,observer_pair_exclusion
7,0.004471796797168935,second_ge_0.20,observer_pair_exclusion
8,-0.0018434436365020333,second_ge_0.20,observer_pair_exclusion
9,-0.0052008688681307366,second_ge_0.20,observer_pair_exclusion
10,0.001340429180688284,second_ge_0.20,observer_pair_exclusion
11,-0.008671276615644617,second_ge_0.20,observer_pair_exclusion
12,-0.0014112997486972856,second_ge_0.20,observer_pair_exclusion
13,0.0014162532745790632,second_ge_0.20,observer_pair_exclusion
14,0.004219780549717381,second_ge_0.20,observer_pair_exclusion
15,0.001975040387801763,second_ge_0.20,observer_pair_exclusion
16,0.0014998454020019969,second_ge_0.20,observer_pair_exclusion
17,-0.002637430925880491,second_ge_0.20,observer_pair_exclusion
18,-0.006821369704765987,second_ge_0.20,observer_pair_exclusion
19,0.01001062155695981,second_ge_0.20,observer_pair_exclusion
20,-0.0014027946877231575,second_ge_0.20,observer_pair_exclusion
21,-0.007600452294050413,second_ge_0.20,observer_pair_exclusion
22,-0.007743117537300688,second_ge_0.20,observer_pair_exclusion
23,-0.0012101053198381093,second_ge_0.20,observer_pair_exclusion
24,-0.0097240386870823,second_ge_0.20,observer_pair_exclusion
25,0.002335064486298878,second_ge_0.20,observer_pair_exclusion
26,-0.009704511521745073,second_ge_0.20,observer_pair_exclusion
27,0.007301901535900954,second_ge_0.20,observer_pair_exclusion
28,-0.0010010242680830175,second_ge_0.20,observer_pair_exclusion
29,0.0032398723357379812,second_ge_0.20,observer_pair_exclusion
30,-0.0071337492261939195,second_ge_0.20,observer_pair_exclusion
31,-0.005865761971526314,second_ge_0.20,observer_pair_exclusion
32,0.0040562297775734515,second_ge_0.20,observer_pair_exclusion
33,-0.007404488760903341,second_ge_0.20,observer_pair_exclusion
34,-0.007679233021409309,second_ge_0.20,observer_pair_exclusion
35,0.0013048203497539183,second_ge_0.20,observer_pair_exclusion
36,-0.0013478399532000668,second_ge_0.20,observer_pair_exclusion
37,0.009463012540603919,second_ge_0.20,observer_pair_exclusion
38,0.006014067027550953,second_ge_0.20,observer_pair_exclusion
39,0.005060423826078595,second_ge_0.20,observer_pair_exclusion
40,-0.0014001878640377693,second_ge_0.20,observer_pair_exclusion
41,0.0003706293989442309,second_ge_0.20,observer_pair_exclusion
42,0.019479811752515935,second_ge_0.20,observer_pair_exclusion
43,-0.0022344437692917146,second_ge_0.20,observer_pair_exclusion
44,0.004581537679567062,second_ge_0.20,observer_pair_exclusion
45,-0.0014055091217770796,second_ge_0.20,observer_pair_exclusion
46,0.013150511316524251,second_ge_0.20,observer_pair_exclusion
47,-0.0025273395318679637,second_ge_0.20,observer_pair_exclusion
48,0.01267847329590694,second_ge_0.20,observer_pair_exclusion
49,0.005240517605922815,second_ge_0.20,observer_pair_exclusion
50,0.0021021128876219965,second_ge_0.20,observer_pair_exclusion
51,-0.003994114786947097,second_ge_0.20,observer_pair_exclusion
52,0.00679025295575569,second_ge_0.20,observer_pair_exclusion
53,0.0014767881449704692,second_ge_0.20,observer_pair_exclusion
54,-0.0033331877861678245,second_ge_0.20,observer_pair_exclusion
55,0.002628412092916346,second_ge_0.20,observer_pair_exclusion
56,-0.004426375505773244,second_ge_0.20,observer_pair_exclusion
57,0.0027809578640968463,second_ge_0.20,observer_pair_exclusion
58,-0.006246992839650979,second_ge_0.20,observer_pair_exclusion
59,0.0021183247016871524,second_ge_0.20,observer_pair_exclusion
60,-0.0020170881371621508,second_ge_0.20,observer_pair_exclusion
61,0.005009285952648413,second_ge_0.20,observer_pair_exclusion
62,-0.004020160094936624,second_ge_0.20,observer_pair_exclusion
63,-0.0002274334387294858,second_ge_0.20,observer_pair_exclusion
64,0.003119240286927461,second_ge_0.20,observer_pair_exclusion
65,-0.010074926405647404,second_ge_0.20,observer_pair_exclusion
66,-0.002483026488117332,second_ge_0.20,observer_pair_exclusion
67,-0.00609984314428475,second_ge_0.20,observer_pair_exclusion
68,-0.010138492976164341,second_ge_0.20,observer_pair_exclusion
69,0.007421452538846892,second_ge_0.20,observer_pair_exclusion
70,-0.002075992388420517,second_ge_0.20,observer_pair_exclusion
71,0.000746454050510069,second_ge_0.20,observer_pair_exclusion
72,-0.010113762161645659,second_ge_0.20,observer_pair_exclusion
73,0.0006135625725300123,second_ge_0.20,observer_pair_exclusion
74,0.011879376234666955,second_ge_0.20,observer_pair_exclusion
75,-0.006171375454837359,second_ge_0.20,observer_pair_exclusion
76,-0.0018335594331140626,second_ge_0.20,observer_pair_exclusion
77,0.003976442743833943,second_ge_0.20,observer_pair_exclusion
78,0.004743672184880971,second_ge_0.20,observer_pair_exclusion
79,-0.008120543853287431,second_ge_0.20,observer_pair_exclusion
80,-0.0006539064276114317,second_ge_0.20,observer_pair_exclusion
81,-0.002987319324026254,second_ge_0.20,observer_pair_exclusion
82,-0.004297016493175584,second_ge_0.20,observer_pair_exclusion
83,-0.00022305911446701687,second_ge_0.20,observer_pair_exclusion
84,0.006625045167948802,second_ge_0.20,observer_pair_exclusion
85,0.0028386075531937065,second_ge_0.20,observer_pair_exclusion
86,-0.002370210679731879,second_ge_0.20,observer_pair_exclusion
87,4.571748403111108e-05,second_ge_0.20,observer_pair_exclusion
88,0.010269507941867378,second_ge_0.20,observer_pair_exclusion
89,-0.007839088111536588,second_ge_0.20,observer_pair_exclusion
90,-0.0025304986697789063,second_ge_0.20,observer_pair_exclusion
91,-0.003245231189086686,second_ge_0.20,observer_pair_exclusion
92,-0.005965314429797328,second_ge_0.20,observer_pair_exclusion
93,0.001026856629109423,second_ge_0.20,observer_pair_exclusion
94,0.005978729936926719,second_ge_0.20,observer_pair_exclusion
95,-0.008280037762825439,second_ge_0.20,observer_pair_exclusion
96,0.01048845698550682,second_ge_0.20,observer_pair_exclusion
97,0.0033174016858278075,second_ge_0.20,observer_pair_exclusion
98,-0.0021948311081182855,second_ge_0.20,observer_pair_exclusion
99,0.0014572199284656705,second_ge_0.20,observer_pair_exclusion
100,-0.005956448381425757,second_ge_0.20,observer_pair_exclusion
101,0.008304207402343219,second_ge_0.20,observer_pair_exclusion
102,0.012033515299551727,second_ge_0.20,observer_pair_exclusion
103,-0.0027755505061604004,second_ge_0.20,observer_pair_exclusion
104,0.007447185277091212,second_ge_0.20,observer_pair_exclusion
105,0.0032313817711164014,second_ge_0.20,observer_pair_exclusion
106,0.00466318406565598,second_ge_0.20,observer_pair_exclusion
107,-0.00021334613918989594,second_ge_0.20,observer_pair_exclusion
108,-0.004647071533315077,second_ge_0.20,observer_pair_exclusion
109,0.008717744912419884,second_ge_0.20,observer_pair_exclusion
110,0.005110812567731712,second_ge_0.20,observer_pair_exclusion
111,-0.008506754352516957,second_ge_0.20,observer_pair_exclusion
112,-0.015296750694891174,second_ge_0.20,observer_pair_exclusion
113,-0.009938061028617216,second_ge_0.20,observer_pair_exclusion
114,-0.004603856587345133,second_ge_0.20,observer_pair_exclusion
115,0.0011138848542707324,second_ge_0.20,observer_pair_exclusion
116,0.008188472242315331,second_ge_0.20,observer_pair_exclusion
117,-0.01167755594122497,second_ge_0.20,observer_pair_exclusion
118,-0.0029903402990656166,second_ge_0.20,observer_pair_exclusion
119,-0.005471204616342385,second_ge_0.20,observer_pair_exclusion
120,0.0017638573959694703,second_ge_0.20,observer_pair_exclusion
121,-0.006519705380988538,second_ge_0.20,observer_pair_exclusion
122,0.005382403776380264,second_ge_0.20,observer_pair_exclusion
123,-0.009411730399324096,second_ge_0.20,observer_pair_exclusion
124,0.004918464125579842,second_ge_0.20,observer_pair_exclusion
125,0.004553573792742978,second_ge_0.20,observer_pair_exclusion
126,-0.007293943546402454,second_ge_0.20,observer_pair_exclusion
127,-0.014104428008495777,second_ge_0.20,observer_pair_exclusion
128,0.0010084787189202004,second_ge_0.20,observer_pair_exclusion
129,-0.00984628391440731,second_ge_0.20,observer_pair_exclusion
130,0.009791484526791652,second_ge_0.20,observer_pair_exclusion
131,0.004401639201543526,second_ge_0.20,observer_pair_exclusion
132,0.008741287056052916,second_ge_0.20,observer_pair_exclusion
133,0.008322124744883233,second_ge_0.20,observer_pair_exclusion
134,0.000548387539038852,second_ge_0.20,observer_pair_exclusion
135,-0.013820566284287038,second_ge_0.20,observer_pair_exclusion
136,-0.005555275006191177,second_ge_0.20,observer_pair_exclusion
137,-0.002536012665208432,second_ge_0.20,observer_pair_exclusion
138,-0.003270513818194654,second_ge_0.20,observer_pair_exclusion
139,0.00038727059948409344,second_ge_0.20,observer_pair_exclusion
140,-0.0052248916805545265,second_ge_0.20,observer_pair_exclusion
141,0.004471477462665117,second_ge_0.20,observer_pair_exclusion
142,0.00924850830688561,second_ge_0.20,observer_pair_exclusion
143,0.0011919058115304499,second_ge_0.20,observer_pair_exclusion
144,0.005384573172195538,second_ge_0.20,observer_pair_exclusion
145,-0.005062522497517818,second_ge_0.20,observer_pair_exclusion
146,-0.008581279324836943,second_ge_0.20,observer_pair_exclusion
147,0.003449970625830692,second_ge_0.20,observer_pair_exclusion
148,-0.0012920170473215815,second_ge_0.20,observer_pair_exclusion
149,-0.007827227914180767,second_ge_0.20,observer_pair_exclusion
150,0.007136709456594761,second_ge_0.20,observer_pair_exclusion
151,0.008556826213003575,second_ge_0.20,observer_pair_exclusion
152,-0.004152239903302819,second_ge_0.20,observer_pair_exclusion
153,-0.002456329771681452,second_ge_0.20,observer_pair_exclusion
154,-2.7583080564616867e-05,second_ge_0.20,observer_pair_exclusion
155,-0.008649647603134846,second_ge_0.20,observer_pair_exclusion
156,-0.0023080903406964277,second_ge_0.20,observer_pair_exclusion
157,-0.0010601597876129327,second_ge_0.20,observer_pair_exclusion
158,-0.0015567909719193243,second_ge_0.20,observer_pair_exclusion
159,0.004249296835109595,second_ge_0.20,observer_pair_exclusion
160,-0.001163380345640014,second_ge_0.20,observer_pair_exclusion
161,0.0012886287389367072,second_ge_0.20,observer_pair_exclusion
162,0.0023671108116190306,second_ge_0.20,observer_pair_exclusion
163,0.001156911187081904,second_ge_0.20,observer_pair_exclusion
164,0.0008283764066177064,second_ge_0.20,observer_pair_exclusion
165,0.009093046449796277,second_ge_0.20,observer_pair_exclusion
166,-0.004811474164570582,second_ge_0.20,observer_pair_exclusion
167,0.014639781464691588,second_ge_0.20,observer_pair_exclusion
168,0.0016495763675330455,second_ge_0.20,observer_pair_exclusion
169,-0.007951264767083703,second_ge_0.20,observer_pair_exclusion
170,-0.0009466530078790718,second_ge_0.20,observer_pair_exclusion
171,0.004847722473526276,second_ge_0.20,observer_pair_exclusion
172,-0.006389008862571701,second_ge_0.20,observer_pair_exclusion
173,0.0020681490974818867,second_ge_0.20,observer_pair_exclusion
174,0.00965429868088165,second_ge_0.20,observer_pair_exclusion
175,0.0013938716337159596,second_ge_0.20,observer_pair_exclusion
176,0.00808014803966963,second_ge_0.20,observer_pair_exclusion
177,-0.003288468751950859,second_ge_0.20,observer_pair_exclusion
178,0.012367107183776585,second_ge_0.20,observer_pair_exclusion
179,0.003364181377742629,second_ge_0.20,observer_pair_exclusion
180,-0.006748680563769483,second_ge_0.20,observer_pair_exclusion
181,-0.009321493524018034,second_ge_0.20,observer_pair_exclusion
182,-0.0010389821692587528,second_ge_0.20,observer_pair_exclusion
183,-0.0013429903003415837,second_ge_0.20,observer_pair_exclusion
184,0.005153842540011505,second_ge_0.20,observer_pair_exclusion
185,0.0010822797238954915,second_ge_0.20,observer_pair_exclusion
186,0.001050131473023841,second_ge_0.20,observer_pair_exclusion
187,-0.001273645329623646,second_ge_0.20,observer_pair_exclusion
188,0.0070839153023364325,second_ge_0.20,observer_pair_exclusion
189,3.727198821623381e-05,second_ge_0.20,observer_pair_exclusion
190,0.006881111069823396,second_ge_0.20,observer_pair_exclusion
191,-0.0005634578638264531,second_ge_0.20,observer_pair_exclusion
192,0.004207348867115627,second_ge_0.20,observer_pair_exclusion
193,0.00345081517224522,second_ge_0.20,observer_pair_exclusion
194,0.005817504113697891,second_ge_0.20,observer_pair_exclusion
195,0.006915421202016655,second_ge_0.20,observer_pair_exclusion
196,0.004369922834652575,second_ge_0.20,observer_pair_exclusion
197,0.0027518645943380915,second_ge_0.20,observer_pair_exclusion
198,0.008842148625994398,second_ge_0.20,observer_pair_exclusion
199,0.002530743707113872,second_ge_0.20,observer_pair_exclusion
200,-0.007231157480757699,second_ge_0.20,observer_pair_exclusion
201,0.0017025667649215738,second_ge_0.20,observer_pair_exclusion
202,-0.00023661810983607339,second_ge_0.20,observer_pair_exclusion
203,-0.004664237971910539,second_ge_0.20,observer_pair_exclusion
204,-0.007139852296619993,second_ge_0.20,observer_pair_exclusion
205,-0.009075553740030126,second_ge_0.20,observer_pair_exclusion
206,0.006789080597334248,second_ge_0.20,observer_pair_exclusion
207,-0.0028715593798002673,second_ge_0.20,observer_pair_exclusion
208,-0.00032535084559681026,second_ge_0.20,observer_pair_exclusion
209,0.014326444915962383,second_ge_0.20,observer_pair_exclusion
210,-0.010726011031157397,second_ge_0.20,observer_pair_exclusion
211,0.003036708897013458,second_ge_0.20,observer_pair_exclusion
212,0.01818550061476199,second_ge_0.20,observer_pair_exclusion
213,-0.0016728286584129783,second_ge_0.20,observer_pair_exclusion
214,0.007055737812625931,second_ge_0.20,observer_pair_exclusion
215,-0.009424549431148193,second_ge_0.20,observer_pair_exclusion
216,-0.001861891615070014,second_ge_0.20,observer_pair_exclusion
217,-0.0067089760511224415,second_ge_0.20,observer_pair_exclusion
218,-0.0013332275623734412,second_ge_0.20,observer_pair_exclusion
219,-0.0027822413400402663,second_ge_0.20,observer_pair_exclusion
220,-0.0019984041419370104,second_ge_0.20,observer_pair_exclusion
221,0.0027031201427527834,second_ge_0.20,observer_pair_exclusion
222,0.0029082856237713593,second_ge_0.20,observer_pair_exclusion
223,0.0019851838889869996,second_ge_0.20,observer_pair_exclusion
224,0.005836182442099582,second_ge_0.20,observer_pair_exclusion
225,-0.0024857285962462256,second_ge_0.20,observer_pair_exclusion
226,0.007430081970417732,second_ge_0.20,observer_pair_exclusion
227,-5.188723444297167e-06,second_ge_0.20,observer_pair_exclusion
228,0.006014590401321772,second_ge_0.20,observer_pair_exclusion
229,-0.0011319675189327945,second_ge_0.20,observer_pair_exclusion
230,-0.011593643963312463,second_ge_0.20,observer_pair_exclusion
231,-0.002328712077754441,second_ge_0.20,observer_pair_exclusion
232,-0.006269396851999707,second_ge_0.20,observer_pair_exclusion
233,-0.00011546401858581953,second_ge_0.20,observer_pair_exclusion
234,0.0059826057273096546,second_ge_0.20,observer_pair_exclusion
235,-0.0015385180746528763,second_ge_0.20,observer_pair_exclusion
236,-0.005623029656285998,second_ge_0.20,observer_pair_exclusion
237,0.005424769401681612,second_ge_0.20,observer_pair_exclusion
238,-0.006304395854177534,second_ge_0.20,observer_pair_exclusion
239,-0.0022827301749725588,second_ge_0.20,observer_pair_exclusion
240,-0.0006771430204025381,second_ge_0.20,observer_pair_exclusion
241,-0.0016310068666990573,second_ge_0.20,observer_pair_exclusion
242,-0.0005687058355607525,second_ge_0.20,observer_pair_exclusion
243,-0.003118177863586646,second_ge_0.20,observer_pair_exclusion
244,-0.0029864462166704006,second_ge_0.20,observer_pair_exclusion
245,-0.003689764607173165,second_ge_0.20,observer_pair_exclusion
246,0.003815107724059625,second_ge_0.20,observer_pair_exclusion
247,-0.005498736905378504,second_ge_0.20,observer_pair_exclusion
248,-0.007867311725343114,second_ge_0.20,observer_pair_exclusion
249,0.00623840557445773,second_ge_0.20,observer_pair_exclusion
250,0.0054813996526930035,second_ge_0.20,observer_pair_exclusion
251,0.0004605064995753691,second_ge_0.20,observer_pair_exclusion
252,0.0002842132977093965,second_ge_0.20,observer_pair_exclusion
253,-0.005874388379787532,second_ge_0.20,observer_pair_exclusion
254,-0.008018494369742342,second_ge_0.20,observer_pair_exclusion
255,-0.0007297455753210501,second_ge_0.20,observer_pair_exclusion
256,0.014650959346092467,second_ge_0.20,observer_pair_exclusion
257,0.00030438430319978916,second_ge_0.20,observer_pair_exclusion
258,0.003956605260324769,second_ge_0.20,observer_pair_exclusion
259,0.004560017147803469,second_ge_0.20,observer_pair_exclusion
260,-0.0038151472108186517,second_ge_0.20,observer_pair_exclusion
261,0.0007578104960719173,second_ge_0.20,observer_pair_exclusion
262,0.0017618166591407737,second_ge_0.20,observer_pair_exclusion
263,-0.000709659894275113,second_ge_0.20,observer_pair_exclusion
264,0.003840148792342451,second_ge_0.20,observer_pair_exclusion
265,-0.0025697948069164614,second_ge_0.20,observer_pair_exclusion
266,-0.0036388375708883143,second_ge_0.20,observer_pair_exclusion
267,-0.005410887035680988,second_ge_0.20,observer_pair_exclusion
268,0.005331239366970976,second_ge_0.20,observer_pair_exclusion
269,-4.859455211721031e-05,second_ge_0.20,observer_pair_exclusion
270,0.0021302490577327356,second_ge_0.20,observer_pair_exclusion
271,-0.0010091376846799122,second_ge_0.20,observer_pair_exclusion
272,0.006480390071124294,second_ge_0.20,observer_pair_exclusion
273,0.0016294772216473988,second_ge_0.20,observer_pair_exclusion
274,0.0033168360875629687,second_ge_0.20,observer_pair_exclusion
275,0.0014291273793921224,second_ge_0.20,observer_pair_exclusion
276,0.0104592264712381,second_ge_0.20,observer_pair_exclusion
277,0.0011881513545056988,second_ge_0.20,observer_pair_exclusion
278,0.0033639245958365484,second_ge_0.20,observer_pair_exclusion
279,0.003918178491695499,second_ge_0.20,observer_pair_exclusion
280,0.0032795631179512574,second_ge_0.20,observer_pair_exclusion
281,0.0023053682994115515,second_ge_0.20,observer_pair_exclusion
282,0.008368900765353467,second_ge_0.20,observer_pair_exclusion
283,-0.005717163237473698,second_ge_0.20,observer_pair_exclusion
284,0.00281835472061353,second_ge_0.20,observer_pair_exclusion
285,-0.01263446240378462,second_ge_0.20,observer_pair_exclusion
286,0.001509879658200051,second_ge_0.20,observer_pair_exclusion
287,-0.007767707239377493,second_ge_0.20,observer_pair_exclusion
288,0.00752978347017039,second_ge_0.20,observer_pair_exclusion
289,-0.012941696747224469,second_ge_0.20,observer_pair_exclusion
290,0.003665317284151073,second_ge_0.20,observer_pair_exclusion
291,-0.002140700081210748,second_ge_0.20,observer_pair_exclusion
292,0.006682736820151116,second_ge_0.20,observer_pair_exclusion
293,-0.007820208572678115,second_ge_0.20,observer_pair_exclusion
294,0.0015975342607223856,second_ge_0.20,observer_pair_exclusion
295,-0.0004543144787194472,second_ge_0.20,observer_pair_exclusion
296,-0.006085917080223545,second_ge_0.20,observer_pair_exclusion
297,-0.0017400996271862256,second_ge_0.20,observer_pair_exclusion
298,0.016163365947767388,second_ge_0.20,observer_pair_exclusion
299,0.00498917367909989,second_ge_0.20,observer_pair_exclusion
300,-0.006738701657481147,second_ge_0.20,observer_pair_exclusion
301,-0.011710728838466243,second_ge_0.20,observer_pair_exclusion
302,-0.0005612159443123565,second_ge_0.20,observer_pair_exclusion
303,-0.005467696283290311,second_ge_0.20,observer_pair_exclusion
304,-0.0045069477574196,second_ge_0.20,observer_pair_exclusion
305,-0.001320252344932512,second_ge_0.20,observer_pair_exclusion
306,0.00015032043899369349,second_ge_0.20,observer_pair_exclusion
307,0.0006255101783288102,second_ge_0.20,observer_pair_exclusion
308,-0.0011551897546936835,second_ge_0.20,observer_pair_exclusion
309,0.010486995363093695,second_ge_0.20,observer_pair_exclusion
310,-0.009472693748689929,second_ge_0.20,observer_pair_exclusion
311,-0.0030186396158379905,second_ge_0.20,observer_pair_exclusion
312,0.0007637004338171254,second_ge_0.20,observer_pair_exclusion
313,-0.0006847982841507172,second_ge_0.20,observer_pair_exclusion
314,-0.005065132321476274,second_ge_0.20,observer_pair_exclusion
315,0.0011964382080728918,second_ge_0.20,observer_pair_exclusion
316,0.011050765929717717,second_ge_0.20,observer_pair_exclusion
317,-0.00625450466035293,second_ge_0.20,observer_pair_exclusion
318,-0.0012365867630834903,second_ge_0.20,observer_pair_exclusion
319,-0.012018242988946649,second_ge_0.20,observer_pair_exclusion
320,-0.007451378732987679,second_ge_0.20,observer_pair_exclusion
321,0.005053861250398575,second_ge_0.20,observer_pair_exclusion
322,0.0003457139262561459,second_ge_0.20,observer_pair_exclusion
323,0.008808770137820183,second_ge_0.20,observer_pair_exclusion
324,0.006267695329222748,second_ge_0.20,observer_pair_exclusion
325,0.0015387660402100707,second_ge_0.20,observer_pair_exclusion
326,0.005154140689503586,second_ge_0.20,observer_pair_exclusion
327,-0.003837943916068677,second_ge_0.20,observer_pair_exclusion
328,0.006335953866371327,second_ge_0.20,observer_pair_exclusion
329,-0.000300159453335927,second_ge_0.20,observer_pair_exclusion
