cell_id,observation_id,photo_id,photo_url_large,photo_license,attribution,species,inat_taxon_id,latitude,longitude,positional_accuracy_m,observed_on,observer_id,observer
35,138093421,235965835,https://inaturalist-open-data.s3.amazonaws.com/photos/235965835/large.jpeg,cc-by-nc,"(c) mattward, some rights reserved (CC BY-NC)",Pterostylis banksii,405408,-41.0819857,174.8652713,3952.0,2022-09-28,119891,mattward
35,139847435,239275597,https://inaturalist-open-data.s3.amazonaws.com/photos/239275597/large.jpg,cc-by,"(c) Tim Park, some rights reserved (CC BY)",Pterostylis banksii,405408,-41.341645,174.746475,128.0,2022-10-24,6686,parkecology
35,141036139,241518551,https://inaturalist-open-data.s3.amazonaws.com/photos/241518551/large.jpeg,cc-by,"(c) Genevieve Early, some rights reserved (CC BY)",Cotula coronopifolia,58812,-43.758184039,172.5724127144,9.0,2022-11-04,2077401,genevieveearly
35,141683445,242670084,https://inaturalist-open-data.s3.amazonaws.com/photos/242670084/large.jpg,cc-by,"(c) Richard Littauer, some rights reserved (CC BY)",Silene gallica,53212,-41.3416500248,174.7644376287,9.0,2022-11-11,1513074,richardlitt
35,143240135,245634021,https://inaturalist-open-data.s3.amazonaws.com/photos/245634021/large.jpeg,cc0,no rights reserved,Thyridia repens,472208,-43.79722919,172.66762709,9.0,2022-11-29,3076998,tyler_mcbeth
35,143612823,246324584,https://inaturalist-open-data.s3.amazonaws.com/photos/246324584/large.jpeg,cc-by-nc-sa,"(c) Colin Meurk, some rights reserved (CC BY-NC-SA)",Lysimachia arvensis,791928,-45.0285566667,168.6561533333,7.0,2022-12-04,5302,meurkc
35,143701902,246494796,https://inaturalist-open-data.s3.amazonaws.com/photos/246494796/large.jpeg,cc-by-nc-sa,"(c) Colin Meurk, some rights reserved (CC BY-NC-SA)",Plantago lanceolata,53178,-45.0362833333,168.6503783333,6.0,2022-12-05,5302,meurkc
35,144119109,247293082,https://inaturalist-open-data.s3.amazonaws.com/photos/247293082/large.jpeg,cc0,no rights reserved,Papaver somniferum,78346,-43.3571595,172.6626905,2500.0,2022-12-11,3076998,tyler_mcbeth
35,144586776,248175781,https://inaturalist-open-data.s3.amazonaws.com/photos/248175781/large.jpeg,cc-by,"(c) Matt Berger, some rights reserved (CC BY)",Calystegia soldanella,60880,-42.7780277778,170.8991694444,3.0,2022-11-15,740297,sheriff_woody_pct
35,144647872,248306669,https://inaturalist-open-data.s3.amazonaws.com/photos/248306669/large.jpg,cc-by,"(c) Tim Park, some rights reserved (CC BY)",Aporostylis bifolia,399619,-41.1106083333,175.2306216667,4.0,2022-12-16,6686,parkecology
35,144825889,248654382,https://inaturalist-open-data.s3.amazonaws.com/photos/248654382/large.jpeg,cc-by-nc,"(c) Selena Chan, some rights reserved (CC BY-NC)",Leucanthemum vulgare,56057,-43.3108595737,171.6828745231,45.0,2022-12-22,364814,selenachan
35,144886891,248775740,https://inaturalist-open-data.s3.amazonaws.com/photos/248775740/large.jpeg,cc-by-nc,"(c) mattward, some rights reserved (CC BY-NC)",Muehlenbeckia axillaris,349797,-45.0014921,168.5640754,988.0,2022-12-09,119891,mattward
35,145155215,249297463,https://inaturalist-open-data.s3.amazonaws.com/photos/249297463/large.jpg,cc-by-nc,"(c) Brett Payne, some rights reserved (CC BY-NC)",Pterostylis banksii,405408,-37.6071580266,175.8516281572,8.0,2022-09-04,780046,brettpayne
35,145357762,249656794,https://inaturalist-open-data.s3.amazonaws.com/photos/249656794/large.jpg,cc-by,"(c) Richard Littauer, some rights reserved (CC BY)",Trifolium arvense,79408,-43.548836,170.893586,5.0,2022-12-16,1513074,richardlitt
35,145564389,250057052,https://inaturalist-open-data.s3.amazonaws.com/photos/250057052/large.jpeg,cc-by,"(c) Joe Dillon, some rights reserved (CC BY)",Phyllachne colensoi,323348,-40.951464585,175.2810585394,515.0,2022-12-30,727377,joedillon
35,146009413,250923636,https://inaturalist-open-data.s3.amazonaws.com/photos/250923636/large.jpeg,cc-by-nc,"(c) Chris Close, some rights reserved (CC BY-NC)",Foeniculum vulgare,53052,-39.0580374146,177.8357699792,4.0,2022-12-24,4281088,chrisclose
35,146591450,252060775,https://inaturalist-open-data.s3.amazonaws.com/photos/252060775/large.jpg,cc-by,"(c) Michael Berardozzi, some rights reserved (CC BY)",Melicytus ramiflorus,197063,-41.2702630629,174.987014798,27.0,2023-01-15,6305922,berardom
35,146997141,252858041,https://inaturalist-open-data.s3.amazonaws.com/photos/252858041/large.jpg,cc-by-nc,"(c) friedmanj, some rights reserved (CC BY-NC)",Erythranthe guttata,470643,-41.37597,175.0788721667,4.0,2023-01-21,2092925,friedmanj
35,147501725,253811325,https://inaturalist-open-data.s3.amazonaws.com/photos/253811325/large.jpeg,cc-by-sa,"(c) Christopher Stephens, some rights reserved (CC BY-SA)",Stellaria roughii,406186,-43.123935627,171.6908022166,61.0,2023-01-08,138207,christopherstephens
35,148300169,255354119,https://inaturalist-open-data.s3.amazonaws.com/photos/255354119/large.jpeg,cc-by-nc,"(c) kiwipom, some rights reserved (CC BY-NC)",Cirsium arvense,60132,-40.9549983333,175.6770466667,2.0,2023-02-08,6133517,kiwipom
35,148647926,256021339,https://inaturalist-open-data.s3.amazonaws.com/photos/256021339/large.jpeg,cc-by,"(c) William Harland, some rights reserved (CC BY)",Veronica lyallii,738781,-43.1300711101,171.6918884185,8.0,2023-02-12,5544725,william-harland
35,149341670,257318848,https://inaturalist-open-data.s3.amazonaws.com/photos/257318848/large.jpeg,cc-by-nc,"(c) Alex Fergus, some rights reserved (CC BY-NC)",Crassula moschata,401151,-50.5398417499,166.271819984,8.0,2023-01-11,57693,fergus
35,158255258,273526394,https://inaturalist-open-data.s3.amazonaws.com/photos/273526394/large.jpeg,cc-by,"(c) Heidi Meudt, some rights reserved (CC BY)",Tropaeolum majus,54329,-41.31054201,174.77287795,6.0,2023-05-01,59237,heidimeudt
35,158548400,273999579,https://inaturalist-open-data.s3.amazonaws.com/photos/273999579/large.jpg,cc-by-nc,"(c) bexinawalowalo, some rights reserved (CC BY-NC)",Fatsia japonica,126735,-41.3381283333,174.7708283333,11.0,2023-04-30,6773249,bexinawalowalo
35,166529739,288391920,https://inaturalist-open-data.s3.amazonaws.com/photos/288391920/large.jpg,cc-by,"(c) Stephen Thorpe, some rights reserved (CC BY)",Veronica javanica,371708,-36.856696,174.767475,5.0,2023-06-10,15329,stephen_thorpe
35,167428845,290039581,https://inaturalist-open-data.s3.amazonaws.com/photos/290039581/large.jpg,cc-by,"(c) Michael Berardozzi, some rights reserved (CC BY)",Narcissus tazetta,56027,-41.3343783333,174.7581333333,13.0,2023-06-15,6305922,berardom
35,179940372,313355837,https://inaturalist-open-data.s3.amazonaws.com/photos/313355837/large.jpeg,cc-by-nc,"(c) scottstocker, some rights reserved (CC BY-NC)",Oxalis pes-caprae,53169,-35.7956805556,174.4385833333,5.0,2023-08-24,2300903,scottstocker
35,185705512,324377441,https://inaturalist-open-data.s3.amazonaws.com/photos/324377441/large.jpg,cc-by-nc,"(c) Colin Ogle, some rights reserved (CC BY-NC)",Raoulia youngii,155037,-45.3861835115,169.1977364216,579.0,1992-01-04,177956,cco
35,186235801,325417110,https://inaturalist-open-data.s3.amazonaws.com/photos/325417110/large.jpg,cc-by-nc,"(c) Colin Ogle, some rights reserved (CC BY-NC)",Clematis paniculata,194530,-39.5170810108,174.4504274427,456.0,1965-09-05,177956,cco
35,187322542,327563874,https://inaturalist-open-data.s3.amazonaws.com/photos/327563874/large.jpeg,cc-by-nc,"(c) KereruKade, some rights reserved (CC BY-NC)",Corybas macranthus,401085,-36.9995355554,174.5504345745,1488.0,2023-10-13,422351,kererukade
35,191776966,336518017,https://inaturalist-open-data.s3.amazonaws.com/photos/336518017/large.jpeg,cc-by-nc,"(c) Brendan Doogan, some rights reserved (CC BY-NC)",Chamaecytisus proliferus,1565678,-38.7038898364,176.0248566046,5.0,2023-11-04,1492344,brendandoogan
35,191797989,336558878,https://inaturalist-open-data.s3.amazonaws.com/photos/336558878/large.jpg,cc-by,"(c) Duncan Cunningham, some rights reserved (CC BY)",Geranium robertianum,55925,-41.2033275599,174.8633656638,15.0,2023-11-16,164598,duncanmc42
35,192041434,337044579,https://inaturalist-open-data.s3.amazonaws.com/photos/337044579/large.jpeg,cc-by-nc,"(c) camsmcm, some rights reserved (CC BY-NC)",Caladenia lyallii,143872,-45.8011076964,170.4962260276,30.0,2023-11-25,6640134,camsmcm
35,192437803,337817254,https://inaturalist-open-data.s3.amazonaws.com/photos/337817254/large.jpeg,cc-by-nc,"(c) mattward, some rights reserved (CC BY-NC)",Thelymitra colensoi,406516,-38.6959936023,175.6576977205,18.0,2023-11-23,119891,mattward
35,193136354,339225700,https://inaturalist-open-data.s3.amazonaws.com/photos/339225700/large.jpg,cc-by-nc,"(c) Jacob Crisp, some rights reserved (CC BY-NC)",Metrosideros excelsa,122905,-36.95812,174.774095,4.0,2023-11-30,5306835,jacob-crisp
35,193347864,339639050,https://inaturalist-open-data.s3.amazonaws.com/photos/339639050/large.jpeg,cc-by-nc,"(c) mattward, some rights reserved (CC BY-NC)",Thelymitra cyanea,140286,-40.9235941939,175.1630375492,61.0,2015-01-13,119891,mattward
35,194693749,342293949,https://inaturalist-open-data.s3.amazonaws.com/photos/342293949/large.jpeg,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",Rhabdothamnus solandri,366711,-36.9364866667,174.6383433333,10.0,2023-10-16,2465059,invertebratist
35,195557606,344069698,https://inaturalist-open-data.s3.amazonaws.com/photos/344069698/large.jpg,cc-by,"(c) Frank Ashwood, some rights reserved (CC BY)",Gastrodia cunninghamii,337635,-44.1136062211,169.3499990902,292.0,2024-01-02,1620186,frankashwood
35,195827593,344613321,https://inaturalist-open-data.s3.amazonaws.com/photos/344613321/large.jpeg,cc-by,"(c) Jenny Saito, some rights reserved (CC BY)",Malva arborea,77950,-45.64225368,170.66227254,6.0,2024-01-03,1252857,jennysaito
35,195893011,344738815,https://inaturalist-open-data.s3.amazonaws.com/photos/344738815/large.jpeg,cc-by,"(c) Michael Berardozzi, some rights reserved (CC BY)",Astelia solandri,399795,-40.9131472222,175.1418,22.0,2024-01-06,6305922,berardom
35,197490450,347845456,https://inaturalist-open-data.s3.amazonaws.com/photos/347845456/large.jpeg,cc-by,"(c) Joe Dillon, some rights reserved (CC BY)",Erica cinerea,55775,-39.213923794,175.5417562504,15.0,2024-01-21,727377,joedillon
35,197678670,348226765,https://inaturalist-open-data.s3.amazonaws.com/photos/348226765/large.jpeg,cc-by,"(c) Michael Berardozzi, some rights reserved (CC BY)",Pterostylis patens,405436,-39.2733305556,174.0884555556,41.0,2024-01-22,6305922,berardom
35,198181826,349241252,https://inaturalist-open-data.s3.amazonaws.com/photos/349241252/large.jpg,cc-by-nc,"(c) Phil from Castlepoint, some rights reserved (CC BY-NC)",Celmisia gracilenta,400575,-39.2817985942,175.6264987825,3026.0,2024-02-01,5979436,philzer
35,198539972,349953222,https://inaturalist-open-data.s3.amazonaws.com/photos/349953222/large.jpeg,cc-by-sa,"(c) Christopher Stephens, some rights reserved (CC BY-SA)",Celmisia gracilenta,400575,-43.5946866705,172.7052393282,200.0,2023-11-16,138207,christopherstephens
35,201665261,356021337,https://inaturalist-open-data.s3.amazonaws.com/photos/356021337/large.jpeg,cc-by-sa,"(c) Christopher Stephens, some rights reserved (CC BY-SA)",Azorella polaris,775538,-50.4986184849,166.2818350663,57.0,2023-12-25,138207,christopherstephens
35,202480942,357610733,https://inaturalist-open-data.s3.amazonaws.com/photos/357610733/large.jpeg,cc-by-nc,"(c) Pete Woodall, some rights reserved (CC BY-NC)",Achillea millefolium,52821,-43.7279762824,170.0923133545,500.0,2024-02-16,108966,nyoni-pete
35,202995642,358592625,https://inaturalist-open-data.s3.amazonaws.com/photos/358592625/large.jpeg,cc-by,"(c) Archie, some rights reserved (CC BY)",Veronica lyallii,738781,-42.9329504531,171.5668207034,186.0,2024-03-18,5901351,archie_tarn
35,203518091,359592609,https://inaturalist-open-data.s3.amazonaws.com/photos/359592609/large.jpeg,cc-by,"(c) Colin Meurk, some rights reserved (CC BY)",Echium vulgare,56174,-43.420655,172.6470516667,3.0,2024-03-23,5302,meurkc
35,211839293,374420792,https://inaturalist-open-data.s3.amazonaws.com/photos/374420792/large.jpg,cc-by-nc,"(c) jackmansd, some rights reserved (CC BY-NC)",Lantana camara,50333,-43.6439583769,172.4682628147,8.0,2024-04-29,5484954,jackmansd
35,217218354,384228707,https://inaturalist-open-data.s3.amazonaws.com/photos/384228707/large.jpeg,cc-by-nc,"(c) gegen, some rights reserved (CC BY-NC)",Earina autumnalis,401599,-45.7770302423,170.6032391632,164.0,2024-05-17,6563071,gegen
35,220197831,389834246,https://inaturalist-open-data.s3.amazonaws.com/photos/389834246/large.jpeg,cc-by,"(c) Michael Berardozzi, some rights reserved (CC BY)",Pterostylis trullifolia,466837,-41.3454949017,174.9367031043,122.0,2024-06-03,6305922,berardom
35,221726396,392684455,https://inaturalist-open-data.s3.amazonaws.com/photos/392684455/large.jpeg,cc-by-nc,"(c) Max, some rights reserved (CC BY-NC)",Passiflora tripartita,133169,-41.3282578625,174.8301453888,11.0,2024-06-10,4043361,restoration_max
35,223927136,396815291,https://inaturalist-open-data.s3.amazonaws.com/photos/396815291/large.jpeg,cc-by-nc,"(c) Joseph Knight, some rights reserved (CC BY-NC)",Pterostylis alobula,466838,-36.0730694444,174.5349722222,6.0,2024-06-16,7327328,joknight_nz
35,225011580,398883017,https://inaturalist-open-data.s3.amazonaws.com/photos/398883017/large.jpg,cc-by-nc,"(c) chalikotheres, some rights reserved (CC BY-NC)",Vitex lucens,338187,-34.49633,172.7601616667,8.0,2024-06-25,5354887,chalikotheres
35,225868011,400510276,https://inaturalist-open-data.s3.amazonaws.com/photos/400510276/large.jpeg,cc-by-nc,"(c) Indy Marshall, some rights reserved (CC BY-NC)",Acianthus sinclairii,399314,-36.7336304409,175.6955926493,431.0,2024-06-29,6209309,indymarshall
35,235434805,418705712,https://inaturalist-open-data.s3.amazonaws.com/photos/418705712/large.jpg,cc-by,"(c) garywwilson, some rights reserved (CC BY)",Ulex europaeus,51751,-35.8357189475,174.4797959895,10.0,2024-08-12,3902289,garywwilson
35,237412465,422521274,https://inaturalist-open-data.s3.amazonaws.com/photos/422521274/large.jpeg,cc-by-nc,"(c) mckaydee, some rights reserved (CC BY-NC)",Raphanus raphanistrum,55411,-39.0392824179,174.1356872767,440.0,2024-08-23,5415177,mckaydee
35,238648350,424901297,https://inaturalist-open-data.s3.amazonaws.com/photos/424901297/large.jpeg,cc-by,"(c) Heidi Meudt, some rights reserved (CC BY)",Viola odorata,55845,-43.574801744,172.6165969949,9.0,2024-08-30,59237,heidimeudt
35,241059671,429570018,https://inaturalist-open-data.s3.amazonaws.com/photos/429570018/large.jpeg,cc-by,"(c) derek_onley, some rights reserved (CC BY)",Geranium robertianum,55925,-45.7526308,170.5768669,34.0,2014-06-26,59052,derek_onley
35,242266502,431878938,https://inaturalist-open-data.s3.amazonaws.com/photos/431878938/large.jpeg,cc-by-sa,"(c) Christopher Stephens, some rights reserved (CC BY-SA)",Coprosma robusta,366661,-41.3081491751,174.8853718991,17.0,2024-09-14,138207,christopherstephens
35,242830709,432940147,https://inaturalist-open-data.s3.amazonaws.com/photos/432940147/large.jpeg,cc-by-nc,"(c) Caiden, some rights reserved (CC BY-NC)",Myosotis sylvatica,55826,-37.7963678976,175.3341398388,132.0,2024-09-20,7412025,caiden_b
35,244255604,435683273,https://inaturalist-open-data.s3.amazonaws.com/photos/435683273/large.jpeg,cc-by,"(c) Joe Dillon, some rights reserved (CC BY)",Piper excelsum,404899,-41.2864596874,174.7553013638,39.0,2024-09-24,727377,joedillon
35,244638719,436410981,https://inaturalist-open-data.s3.amazonaws.com/photos/436410981/large.jpeg,cc-by-nc,"(c) benpyne, some rights reserved (CC BY-NC)",Drosera auriculata,424565,-36.905655,174.649505,4.0,2024-09-28,7403878,benpyne
35,245651027,438395909,https://inaturalist-open-data.s3.amazonaws.com/photos/438395909/large.jpeg,cc-by-nc,"(c) viviennep, some rights reserved (CC BY-NC)",Aristea ecklonii,129401,-34.5088600037,172.7032934502,807.0,2024-10-01,8649323,viviennep
35,246733085,440533073,https://inaturalist-open-data.s3.amazonaws.com/photos/440533073/large.jpeg,cc-by,"(c) Michael Gemmell, some rights reserved (CC BY)",Phytolacca octandra,155483,-36.607446,174.893108,52.0,2024-10-11,221512,vitex_lucens
35,247027391,441059109,https://inaturalist-open-data.s3.amazonaws.com/photos/441059109/large.jpeg,cc-by-nc,"(c) Chris Close, some rights reserved (CC BY-NC)",Lobularia maritima,56992,-40.4684552573,175.2192541253,8.0,2024-10-11,4281088,chrisclose
35,247078104,441213395,https://inaturalist-open-data.s3.amazonaws.com/photos/441213395/large.jpeg,cc-by-nc,"(c) mckaydee, some rights reserved (CC BY-NC)",Cotoneaster microphyllus,209325,-38.7809985563,174.6018491685,3907.0,2024-10-13,5415177,mckaydee
35,248027129,443092712,https://inaturalist-open-data.s3.amazonaws.com/photos/443092712/large.jpeg,cc-by-nc,"(c) amoncarter, some rights reserved (CC BY-NC)",Leucopogon fasciculatus,409552,-41.34538895,175.7020809129,552.0,2024-10-19,8638985,amoncarter
35,248161800,443353472,https://inaturalist-open-data.s3.amazonaws.com/photos/443353472/large.jpeg,cc-by-nc,"(c) Louis Ferguson, some rights reserved (CC BY-NC)",Drosanthemum floribundum,60107,-45.9284972076,170.4279467289,24.0,2024-09-30,7143916,fergylou6
35,248199914,443415597,https://inaturalist-open-data.s3.amazonaws.com/photos/443415597/large.jpeg,cc-by-nc,"(c) Mel, some rights reserved (CC BY-NC)",Pomaderris amoena,405184,-37.2026589747,175.8839975069,100.0,2024-10-08,3835893,happygolucky_mel
35,248524293,444076806,https://inaturalist-open-data.s3.amazonaws.com/photos/444076806/large.jpeg,cc-by-nc,"(c) Niels Peter Møller Jensen, some rights reserved (CC BY-NC)",Diplotaxis muralis,76664,-42.3121058954,173.7520734911,5.0,2024-10-22,2124656,npmj
35,250588872,448192280,https://inaturalist-open-data.s3.amazonaws.com/photos/448192280/large.jpeg,cc-by,"(c) Richard Littauer, some rights reserved (CC BY)",Cordyline australis,50191,-41.3458555556,174.7643583333,5.0,2024-11-05,1513074,richardlitt
35,251223944,449472582,https://inaturalist-open-data.s3.amazonaws.com/photos/449472582/large.jpeg,cc-by-nc,"(c) zarawyatt, some rights reserved (CC BY-NC)",Libertia micrantha,403453,-43.4633457,170.0096482,3171.0,2024-11-11,8181749,zarawyatt
35,252619985,452252481,https://inaturalist-open-data.s3.amazonaws.com/photos/452252481/large.jpeg,cc-by-nc,"(c) wychelm, some rights reserved (CC BY-NC)",Metrosideros parkinsonii,403883,-42.3095662335,171.3965537399,446.0,2024-11-17,4063651,wychelm
35,253117665,453161689,https://inaturalist-open-data.s3.amazonaws.com/photos/453161689/large.jpeg,cc-by-nc,"(c) Sarah Mankelow, some rights reserved (CC BY-NC)",Ranunculus repens,48229,-43.5033833333,172.6800083333,4.0,2024-11-26,929229,smankelow
35,254588323,456046969,https://inaturalist-open-data.s3.amazonaws.com/photos/456046969/large.jpg,cc-by-nc,"(c) Kristi Lazar, some rights reserved (CC BY-NC)",Dracophyllum filifolium,401535,-39.0890695,175.651245,23.0,2024-12-06,1413946,klazar
35,254960240,456803100,https://inaturalist-open-data.s3.amazonaws.com/photos/456803100/large.jpeg,cc-by-nc,"(c) dikgibson, some rights reserved (CC BY-NC)",Ranunculus multiscapus,405585,-41.0182983403,172.5574040785,1641.0,2024-12-12,5989325,dikgibson
35,256922629,460762930,https://inaturalist-open-data.s3.amazonaws.com/photos/460762930/large.jpg,cc-by-nc,"(c) Mike Lusk, some rights reserved (CC BY-NC)",Thyridia repens,472208,-39.6132351178,176.9571110057,311.0,2011-04-03,58739,mike68lusk
35,257175674,461286093,https://inaturalist-open-data.s3.amazonaws.com/photos/461286093/large.jpeg,cc-by-nc,"(c) mattward, some rights reserved (CC BY-NC)",Pterophylla racemosa,1399819,-41.0619832036,175.2462587781,122.0,2024-12-28,119891,mattward
35,257324164,461589756,https://inaturalist-open-data.s3.amazonaws.com/photos/461589756/large.jpg,cc-by-nc,"(c) angepants, some rights reserved (CC BY-NC)",Olearia virgata,366694,-41.3039383333,172.698075,4.0,2024-11-29,7162331,angepants
35,257530675,462002326,https://inaturalist-open-data.s3.amazonaws.com/photos/462002326/large.jpeg,cc-by,"(c) Squid Wizard, some rights reserved (CC BY)",Achillea millefolium,52821,-45.1353277081,168.7593666707,2.0,2025-01-06,6583559,sorceras
35,259046599,464918324,https://inaturalist-open-data.s3.amazonaws.com/photos/464918324/large.jpeg,cc-by,"(c) Joe Dillon, some rights reserved (CC BY)",Prasophyllum colensoi,405236,-42.2920579936,171.3906606997,15.0,2025-01-01,727377,joedillon
35,261336154,469472148,https://inaturalist-open-data.s3.amazonaws.com/photos/469472148/large.jpeg,cc-by-sa,"(c) Christopher Stephens, some rights reserved (CC BY-SA)",Lobelia angulata,403517,-46.957599518,167.882750136,133.0,2025-01-26,138207,christopherstephens
35,261794653,470395504,https://inaturalist-open-data.s3.amazonaws.com/photos/470395504/large.jpeg,cc-by,"(c) Michael Berardozzi, some rights reserved (CC BY)",Earina autumnalis,401599,-41.2596388889,175.0081472222,107.0,2025-02-16,6305922,berardom
35,262365357,471331965,https://inaturalist-open-data.s3.amazonaws.com/photos/471331965/large.jpeg,cc-by-sa,"(c) Christopher Stephens, some rights reserved (CC BY-SA)",Metrosideros umbellata,403879,-46.9331095031,167.9727580939,432.0,2025-01-26,138207,christopherstephens
35,262464039,471484545,https://inaturalist-open-data.s3.amazonaws.com/photos/471484545/large.jpeg,cc-by-nc,"(c) jane76, some rights reserved (CC BY-NC)",Leycesteria formosa,127412,-40.9921302795,173.0115966797,6.0,2025-02-21,173128,jane76
35,263022087,472436146,https://inaturalist-open-data.s3.amazonaws.com/photos/472436146/large.jpg,cc-by-nc,"(c) Hunter Jackson, some rights reserved (CC BY-NC)",Lobelia angulata,403517,-43.6962466667,172.7541366667,5.0,2025-02-25,4947477,huntybunty
35,265244958,476405116,https://inaturalist-open-data.s3.amazonaws.com/photos/476405116/large.jpg,cc-by-nc,"(c) pmorbia, some rights reserved (CC BY-NC)",Vittadinia australis,406978,-44.951355,169.3192283333,35.0,2025-02-27,1399885,pmorbia
35,266802999,479386439,https://inaturalist-open-data.s3.amazonaws.com/photos/479386439/large.jpg,cc-by-nc,"(c) stevennz, some rights reserved (CC BY-NC)",Carpobrotus edulis,49322,-35.9976514926,174.4806423788,10.0,2025-03-12,8362763,stevennz
35,281931100,506484040,https://inaturalist-open-data.s3.amazonaws.com/photos/506484040/large.jpg,cc-by-nc,"(c) beewyn, some rights reserved (CC BY-NC)",Coprosma grandifolia,70238,-37.0052893949,174.9087791363,5.0,2025-05-18,9189083,beewyn
35,284200656,510737819,https://inaturalist-open-data.s3.amazonaws.com/photos/510737819/large.jpg,cc-by-nc,"(c) Maitreya (Maya) Kappagoda, some rights reserved (CC BY-NC)",Parsonsia heterophylla,366734,-40.9470725013,174.9741623273,6.0,2025-05-25,9348637,maya_2011
35,316695933,572213082,https://inaturalist-open-data.s3.amazonaws.com/photos/572213082/large.jpg,cc-by-nc,"(c) miro, some rights reserved (CC BY-NC)",Clematis paniculata,194530,-41.1970124,174.9050017,1030.0,2025-09-26,257850,miro
35,318932940,576466158,https://inaturalist-open-data.s3.amazonaws.com/photos/576466158/large.jpg,cc-by-nc,"(c) Yannick D, some rights reserved (CC BY-NC)",Alseuosmia macrophylla,399483,-36.8883251829,174.5239916816,85.0,2025-10-05,4372496,yannickd
35,319056820,576703030,https://inaturalist-open-data.s3.amazonaws.com/photos/576703030/large.jpg,cc-by-nc,"(c) David Clements, some rights reserved (CC BY-NC)",Carpobrotus chilensis,56026,-43.8258823712,172.7092038848,31.0,2025-09-06,3044066,drclements
35,319329797,577225449,https://inaturalist-open-data.s3.amazonaws.com/photos/577225449/large.jpg,cc-by-nc,"(c) shanematthewsimpson, some rights reserved (CC BY-NC)",Coriaria sarmentosa,401056,-41.3469083931,174.7495963754,41.0,2025-10-04,4159676,shanematthewsimpson
35,321999429,582423577,https://inaturalist-open-data.s3.amazonaws.com/photos/582423577/large.jpg,cc-by-nc,"(c) Saul Ward, some rights reserved (CC BY-NC)",Cymbalaria muralis,55727,-40.74338,175.1189716667,1.0,2025-10-18,5563439,sndw09
35,323403782,585171605,https://inaturalist-open-data.s3.amazonaws.com/photos/585171605/large.jpg,cc-by-nc,"(c) Archer Lamason, some rights reserved (CC BY-NC)",Vicia hirsuta,56188,-40.8755804465,175.0668384939,143.0,2025-10-27,9025713,archer_lamo
35,324561971,587469978,https://inaturalist-open-data.s3.amazonaws.com/photos/587469978/large.jpg,cc-by-nc,"(c) kirilou, some rights reserved (CC BY-NC)",Olearia rani,366693,-39.1235899631,177.8745907545,509.0,2025-10-29,5018317,kirilou
35,326918033,592177332,https://inaturalist-open-data.s3.amazonaws.com/photos/592177332/large.jpg,cc-by-nc,"(c) brentwoodmarsha, some rights reserved (CC BY-NC)",Rumex acetosella,53195,-43.8627035534,170.1745771848,9.0,2025-11-16,2408663,brentwoodmarsha
35,329524115,597334913,https://inaturalist-open-data.s3.amazonaws.com/photos/597334913/large.jpg,cc-by-nc,"(c) Brett Jackson, some rights reserved (CC BY-NC)",Allium triquetrum,55505,-46.6147894706,168.3552847017,8.0,2025-11-15,1017779,brettjackson
35,329801288,597897565,https://inaturalist-open-data.s3.amazonaws.com/photos/597897565/large.jpg,cc-by-nc,"(c) katrinamccallum, some rights reserved (CC BY-NC)",Pelargonium inodorum,166285,-36.1161333301,175.3984833333,20.0,2025-12-07,2836601,katrinamccallum
35,330227571,598759853,https://inaturalist-open-data.s3.amazonaws.com/photos/598759853/large.jpg,cc-by-nc,"(c) Brett Jackson, some rights reserved (CC BY-NC)",Rubus parvus,405760,-43.6112159386,169.8858969329,15.0,2025-11-22,1017779,brettjackson
35,330674876,599689144,https://inaturalist-open-data.s3.amazonaws.com/photos/599689144/large.jpg,cc-by-nc,"(c) Kim Livingstone, some rights reserved (CC BY-NC)",Dendrobium cunninghamii,401303,-41.0586388333,175.1897416667,14.0,2025-12-14,2671726,kimlivingstone
35,331649330,601687814,https://inaturalist-open-data.s3.amazonaws.com/photos/601687814/large.jpg,cc-by-nc,"(c) Alex Fergus, some rights reserved (CC BY-NC)",Brachyglottis laxifolia,400068,-41.0247483333,172.9045883333,20.0,2025-12-19,57693,fergus
35,332137657,602691925,https://inaturalist-open-data.s3.amazonaws.com/photos/602691925/large.jpg,cc-by-nc,"(c) Noah Fenwick, some rights reserved (CC BY-NC)",Lotus pedunculatus,164834,-42.5155605924,172.387005825,8.0,2025-12-08,632152,noahfenwick
35,332691247,603831595,https://inaturalist-open-data.s3.amazonaws.com/photos/603831595/large.jpg,cc-by,"(c) William Harland, some rights reserved (CC BY)",Thyridia repens,472208,-43.8468052627,172.4068137837,2.0,2025-12-29,5544725,william-harland
35,333699909,605834899,https://inaturalist-open-data.s3.amazonaws.com/photos/605834899/large.jpg,cc-by,"(c) Chris Parminter, some rights reserved (CC BY)",Dracophyllum sinclairii,401516,-35.7962833333,173.6299883333,4.0,2026-01-06,2484134,cparminter
35,334308676,607075878,https://inaturalist-open-data.s3.amazonaws.com/photos/607075878/large.jpg,cc-by,"(c) Chris Parminter, some rights reserved (CC BY)",Glossostigma elatinoides,402125,-37.4231833333,175.7298283333,11.0,2026-01-11,2484134,cparminter
