species,n_classifiable,genus,inat_taxon_id,after_observer_cap,maximum_span_km_after_observer_cap,inat_taxon_id_sensitivity,after_observer_cap_sensitivity,maximum_span_km,latitude_n,mean_latitude,min_latitude,max_latitude,inat_taxon_id_photos,abs_mean_latitude,log1p_span_primary,log1p_span_sensitivity,taxon_id_source_disagreement,family,family_taxon_id,retrieval_status,pollination_guild,pollination_guild_raw,pollination_guild_mapped,admissible_source_backed_exact,pollination_notes,evidence_type,confidence
Centranthus calcitrapae,65,Centranthus,71105,359,9530.739312275644,71105,163,9437.37883807556,100,39.607961735181995,-33.9926133333,50.6213667035,71105,39.607961735181995,9.162382489153467,9.152539511136995,False,,,error:HTTPError:HTTP Error 429: normal_throttling,unknown,,,False,unknown,inference,low
Centrosema virginianum,43,Centrosema,127681,511,18477.57380462288,127681,189,7856.860483301633,100,24.80430420311,-30.0409755283,37.6464116667,127681,24.80430420311,9.824367167143006,8.969269645226968,False,Fabaceae,47122.0,ok,unknown,,,False,The CC0 literature synthesis classifies Centrosema virginianum as largely self-compatible (SC).,review,medium
Cerastium fontanum,57,Cerastium,53307,325,19661.14006383551,53307,174,19654.164379799044,100,34.704876257293996,-53.7284666667,69.22007,53307,34.704876257293996,9.886450241481779,9.886095401077108,False,Caryophyllaceae,48567.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""1746295"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Cerastium"",""species_epithet"":""fontanum"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""8893"",""work_species"":""Cerastium fontanum""} | {""trait_derived_ID"":""4498721"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Cerastium"",""species_epithe…",review,medium
Chaenorhinum origanifolium,49,Chaenorhinum,60887,128,2110.5323737564963,60887,128,2110.5323737564963,100,42.467010461233,37.5902087142,51.8291634509,60887,42.467010461233,7.655169206369414,7.655169206369414,False,Plantaginaceae,50638.0,ok,unknown,,,False,unknown,inference,low
Chelone lyonii,49,Chelone,160493,234,1990.877382453957,160493,193,1931.9287078388668,100,39.661207880314,34.5670916667,47.4516854241,160493,39.661207880314,7.596832881256963,7.5667915969135295,False,Plantaginaceae,50638.0,ok,unknown,,,False,unknown,inference,low
Chondrilla juncea,66,Chondrilla,76300,284,18059.288720124947,76300,131,17902.028229090658,100,38.91019327342,-35.9211111111,53.2481768997,76300,38.91019327342,9.801470813561073,9.792725152329936,False,Asteraceae,47604.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4498811"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Chondrilla"",""species_epithet"":""juncea"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""9463"",""work_species"":""Chondrilla juncea""} | {""trait_derived_ID"":""4510378"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Chondrilla"",""species_epith…",review,medium
Cipura campanulata,54,Cipura,283408,112,4012.322482054572,283408,112,4012.322482054572,100,16.890248358813,7.0381456441,23.9117033333,283408,16.890248358813,8.297374726384046,8.297374726384046,False,Iridaceae,47781.0,ok,unknown,,,False,unknown,inference,low
Cistus albidus,58,Cistus,82673,440,1895.503065866564,82673,179,1659.9489728765816,100,39.942409471251,35.1677837,45.6329073799,82673,39.942409471251,7.547766977719561,7.4151443884168895,False,Cistaceae,57010.0,ok,unknown,,,False,unknown,inference,low
Cistus crispus,64,Cistus,82672,288,1641.5344795144674,82672,153,1173.3862262084947,100,38.683922562842,36.1790212782,41.871153,82672,38.683922562842,7.403995742232479,7.068500929426772,False,Cistaceae,57010.0,ok,unknown,,,False,unknown,inference,low
Clematis virginiana,49,Clematis,62778,438,2822.9426651933613,62778,194,2852.223054286193,100,40.939316803809994,29.65944167,48.0520335428,62778,40.939316803809994,7.945889295713461,7.956204530522014,False,Ranunculaceae,48231.0,ok,unknown,,,False,unknown,flora,medium
Clinopodium alpinum,53,Clinopodium,327227,317,2433.703539584266,327227,175,2426.403704322255,100,45.117173059379,36.460743,49.16521423,327227,45.117173059379,7.797580278447214,7.794577530716353,False,Lamiaceae,48623.0,ok,unknown,,,False,unknown,inference,low
Cneoridium dumosum,50,Cneoridium,76402,177,381.7593334611204,76402,164,282.7194676969165,100,32.754233097825,30.96461881,33.8836366667,76402,32.754233097825,5.947406419507938,5.647985960175762,False,Rutaceae,50623.0,ok,,,,False,,,
Cochlospermum vitifolium,48,Cochlospermum,132130,188,8612.089113230966,132130,160,8612.089113230966,100,9.738341970884,-17.3431804723,25.1612982043,132130,9.738341970884,9.061038315099399,9.061038315099399,False,Bixaceae,71456.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""1010974"",""ref_ID"":""10199"",""trait_ID"":""3.6.3"",""trait_value"":""bee/insect"",""genus"":""Cochlospermum"",""species_epithet"":""vitifolium"",""author"":""(Willd.) Spreng."",""matched"":""1"",""resolved"":""1"",""work_ID"":""10386"",""work_species"":""Cochlospermum vitifolium""}",review,medium
Coleogyne ramosissima,77,Coleogyne,68559,134,882.2980597471542,68559,134,882.2980597471542,100,36.129318178209,33.3802752,38.801845,68559,36.129318178209,6.783662697153128,6.783662697153128,False,Rosaceae,47148.0,ok,,,,False,,,
Coleostephus myconis,79,Coleostephus,341977,125,12714.36212483178,341977,122,12714.36212483178,100,27.752919124027997,-36.7486471004,43.768895,341977,27.752919124027997,9.450566157579004,9.450566157579004,False,Asteraceae,47604.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""1746347"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Coleostephus"",""species_epithet"":""myconis"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""10489"",""work_species"":""Coleostephus myconis""}",review,medium
Collinsia grandiflora,54,Collinsia,76409,360,893.0736552260713,76409,182,785.9992201164855,100,46.477255116447004,42.3042318514,50.11573,76409,46.477255116447004,6.79578816017583,6.668227257459461,False,Plantaginaceae,50638.0,ok,unknown,,,False,unknown,inference,low
Commelina benghalensis,51,Commelina,76425,362,19866.22936296383,76425,136,19442.7380511228,100,-2.915415379084,-34.489031483,34.9720759468,76425,2.915415379084,9.896826887623345,9.875280346110126,False,Commelinaceae,49147.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Commelina benghalensis as largely self-compatible (SC). | {""trait_derived_ID"":""1011024"",""ref_ID"":""10199"",""trait_ID"":""3.6.3"",""trait_value"":""bee"",""genus"":""Commelina"",""species_epithet"":""benghalensis"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""10608"",""work_species"":""Commelina benghalensis""}",flora|review,medium
Commelina communis,52,Commelina,52927,541,17361.615408972917,52927,199,16827.042795360125,100,37.512807448423,-3.3350761437,54.753089029,52927,37.512807448423,9.762074634065586,9.730801987811535,False,Commelinaceae,49147.0,ok,bumblebees,bumblebees,bee,True,"The CC0 literature synthesis classifies Commelina communis as largely self-compatible (SC). | sian honeybee, Apis cerana, syrphid fly, Episyrphus balteatus, and the bumble bee species Bombus diversus. == Uses == === Medicine and food === In China it is used as a medicinal herb wi",flora|review,low
Commelina diffusa,59,Commelina,160818,424,19851.767365368098,160818,190,19774.868817953226,100,7.827434038368,-34.0753819444,38.2077641383,160818,7.827434038368,9.896098690270573,9.892217726839037,False,Commelinaceae,49147.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1603623: pollination_syndrome = insect.,flora|review,medium
Conoclinium betonicifolium,73,Conoclinium,273992,220,1339.385645475632,273992,163,1025.938553215921,100,26.415901752036998,19.375556,29.1150666667,273992,26.415901752036998,7.200712646670951,6.934337376800638,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,flora,medium
Conopholis alpina,52,Conopholis,59983,324,2804.164265798227,59983,186,2592.34266478549,100,22.603937697449002,15.52104278,35.8190027778,59983,22.603937697449002,7.939217378024021,7.860702926744187,False,Orobanchaceae,47322.0,ok,unknown,,,False,unknown,inference,low
Conospermum caeruleum,57,Conospermum,932013,101,316.4191326277724,932013,101,316.4191326277724,100,-34.802068879763,-35.1028573,-33.2720711352,932013,34.802068879763,5.760223085506126,5.760223085506126,False,Proteaceae,64517.0,ok,unknown,,,False,unknown,inference,low
Convolvulus elegantissimus,58,Convolvulus,334576,281,2228.7798399890908,334576,177,2080.891872688967,100,39.418835910497,35.2135138233,44.9713740897,334576,39.418835910497,7.709658133118095,7.641032313479001,False,Convolvulaceae,52345.0,ok,unknown,,,False,unknown,inference,low
Cornus florida,49,Cornus,54777,554,2618.8427002889903,54777,198,2463.8711576985943,100,36.603847260944,28.69798594,44.0472721667,54777,36.603847260944,7.8708695568951486,7.809894816428623,False,Cornaceae,47194.0,ok,unknown,,,False,"reatments for 90 to 120 days at 4 °C (39 °F). Flowering dogwood demonstrates gametophytic self-incompatibility, meaning that the plants cannot self-fertilize. This is important for breeding programs a",review,low
Cornus sanguinea,49,Cornus,155124,342,9832.860905666572,155124,189,3980.4281849417616,100,47.589187467207005,40.2145619684,55.811964124,155124,47.589187467207005,9.193586903644334,8.28939587434828,False,Cornaceae,47194.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4498904"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Cornus"",""species_epithet"":""sanguinea"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""11118"",""work_species"":""Cornus sanguinea""} | {""trait_derived_ID"":""4510710"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Cornus"",""species_epithet"":""…",review,low
Cornus suecica,56,Cornus,134125,294,9936.059468072595,134125,179,9287.627612954053,100,60.842358057891,43.7280291655,70.6619158917,134125,60.842358057891,9.204026427723127,9.136546093548953,False,Cornaceae,47194.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4508735"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee/fly"",""genus"":""Cornus"",""species_epithet"":""suecica"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""11120"",""work_species"":""Cornus suecica""}",review,medium
Corydalis aurea,70,Corydalis,76451,398,5415.522162872546,76451,189,5415.522162872546,100,43.694824105135005,27.827483739,64.8300790648,76451,43.694824105135005,8.59720922111039,8.59720922111039,False,Papaveraceae,47332.0,ok,unknown,,,False,unknown,flora,medium
Cotula coronopifolia,82,Cotula,58812,437,19987.720775802867,58812,168,19917.011885955944,100,-3.0024460128880004,-46.0664945,57.0814960237,58812,3.0024460128880004,9.902923432240334,9.899379721235857,False,Asteraceae,47604.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Cotula coronopifolia as largely self-compatible (SC). | {""trait_derived_ID"":""4508001"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Cotula"",""species_epithet"":""coronopifolia"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""11389"",""work_species"":""Cotula coronopifolia""} | {""trait_derived_ID"":""…",flora|review,medium
Crepis biennis,61,Crepis,161116,110,8655.12780548525,161116,110,8655.12780548525,100,49.934707129296,45.7180948922,60.2324244,161116,49.934707129296,9.066022765936278,9.066022765936278,False,Asteraceae,47604.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4498952"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Crepis"",""species_epithet"":""biennis"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""11587"",""work_species"":""Crepis biennis""} | {""trait_derived_ID"":""4508508"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee/other"",""genus"":""Crepis"",""species_epithet"":""b…",flora|review,medium
Crepis sancta,67,Crepis,460587,104,4021.9178965707033,460587,104,4021.9178965707033,100,43.150156847228,32.160688,48.7460066667,460587,43.150156847228,8.299762763233131,8.299762763233131,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,inference,low
Cryptantha barbigera,48,Cryptantha,58054,126,932.2339427845212,58054,126,932.2339427845212,100,33.576146384929,29.0691305556,37.1729916667,58054,33.576146384929,6.838655911951009,6.838655911951009,False,Boraginaceae,48150.0,ok,unknown,,,False,unknown,inference,low
Cylindropuntia echinocarpa,47,Cylindropuntia,49357,178,621.8426740371008,49357,151,621.8426740371008,100,34.666209163087004,32.73132,38.1740625983,49357,34.666209163087004,6.434293957261003,6.434293957261003,False,Cactaceae,47903.0,ok,,,,False,,,
Cypripedium guttatum,46,Cypripedium,161505,110,9303.277353925714,161505,110,9303.277353925714,100,55.200662551846,27.6113183333,65.5078584,161505,55.200662551846,9.138229503935367,9.138229503935367,False,Orchidaceae,47217.0,ok,unknown,,,False,unknown,flora,medium
Dalea candida,74,Dalea,81598,251,3062.8545751998936,81598,179,3062.2519114379184,100,42.532629621571004,31.477129283,52.0311007364,81598,42.532629621571004,8.027429067331983,8.027232346819542,False,Fabaceae,47122.0,ok,unknown,,,False,unknown,inference,low
Dampiera stricta,79,Dampiera,83631,409,1767.40981658553,83631,162,1570.406973039279,100,-34.497708741796,-42.2258773819,-26.8045443696,83631,34.497708741796,7.4778360130481545,7.359726658201189,False,Goodeniaceae,145472.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1610849: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1610929: pollination_syndrome = insect.,review,medium
Delphinium glaucum,44,Delphinium,76625,119,4256.430297830397,76625,119,4256.430297830397,100,50.299923114575,34.1205315702,67.0850031032,76625,50.299923114575,8.356421040783426,8.356421040783426,False,Ranunculaceae,48231.0,ok,unknown,,,False,unknown,flora,medium
Delphinium sutherlandii,53,Delphinium,161678,145,530.0424260620107,161678,145,530.0424260620107,100,49.937862201618,46.8100013733,51.53822,161678,49.937862201618,6.274841916472096,6.274841916472096,False,Ranunculaceae,48231.0,ok,,,,False,,,
Desmanthus illinoensis,66,Desmanthus,128701,190,12580.244557507418,128701,190,12580.244557507418,100,36.89309571378,26.6900170141,43.4941607109,128701,36.89309571378,9.439962456800421,9.439962456800421,False,Fabaceae,47122.0,ok,unknown,,,False,The CC0 literature synthesis classifies Desmanthus illinoensis as largely self-compatible (SC).,review,medium
Diplacus mephiticus,68,Diplacus,533870,134,573.7879052507003,533870,134,573.7879052507003,100,38.469982902177996,36.4457472222,41.108075,533870,38.469982902177996,6.354001112318042,6.354001112318042,False,,,error:HTTPError:HTTP Error 429: normal_throttling,,,,False,,,
Diplotaxis tenuifolia,78,Diplotaxis,76665,353,19893.54360662927,76665,179,19893.54360662927,100,25.837828663055003,-50.3342477834,57.71038,76665,25.837828663055003,9.898200782493818,9.898200782493818,False,Brassicaceae,47204.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Diplotaxis tenuifolia as largely self-incompatible (SI). | {""trait_derived_ID"":""4499074"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Diplotaxis"",""species_epithet"":""tenuifolia"",""author"":""(L.) DC."",""matched"":""1"",""resolved"":""1"",""work_ID"":""14733"",""work_species"":""Diplotaxis tenuifolia""} | {""trait_de…",flora|review,medium
Disphyma crassifolium,47,Disphyma,129732,104,19360.608462751094,129732,104,19360.608462751094,100,-32.842565576582004,-45.8716551762,49.4527945687,129732,32.842565576582004,9.871047439133143,9.871047439133143,False,Aizoaceae,49320.0,ok,mixed,mixed,mixed,True,"Bulk source austraits_all_target_floral_v7.0.0 record austraits:Draper_2023:438111: pollination_syndrome = insect. | {""trait_derived_ID"":""1746451"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Disphyma"",""species_epithet"":""crassifolium"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""14817"",""work_species"":""Disphyma crassifolium""} |…",review,medium
Distimake aegyptius,50,Distimake,936421,103,19521.452496608068,936421,103,19521.452496608068,100,4.502110392441,-22.966816627,25.1347898386,936421,4.502110392441,9.8793204922701,9.8793204922701,False,Convolvulaceae,52345.0,ok,unknown,,,False,unknown,inference,low
Distimake dissectus,57,Distimake,907480,541,19504.02540870061,907480,198,18827.018495391923,100,18.254511070131,-27.548555,33.45457744,907480,18.254511070131,9.878427424616177,9.843101384854942,False,Convolvulaceae,52345.0,ok,unknown,,,False,unknown,inference,low
Drosera spatulata,43,Drosera,122208,189,9409.393374098248,122208,170,9409.393374098248,100,-25.194203066643,-46.876201571,25.1314128207,122208,25.194203066643,9.149570035541828,9.149570035541828,False,Droseraceae,51937.0,ok,mixed,mixed,mixed,True,"Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1618215: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:Williams_2011:1722764: pollination_system = biotic_unspecialised. | {""trait_derived_ID"":""5063914"",""ref_ID"":""10328"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Drosera"",""sp…",review,medium
Dyssodia pinnata,78,Dyssodia,281671,119,937.6078640650912,281671,119,937.6078640650912,100,21.67026463745,18.93646885,26.8034621773,281671,21.67026463745,6.844397781830535,6.844397781830535,False,Asteraceae,47604.0,ok,,,,False,,,
Echium gaditanum,62,Echium,450558,129,355.95515474613927,450558,129,355.95515474613927,100,36.743370726826,36.0008764453,37.2136944925,450558,36.743370726826,5.877610156931575,5.877610156931575,False,Boraginaceae,48150.0,ok,unknown,,,False,unknown,inference,low
Echium rosulatum,53,Echium,337788,386,1201.3582775153131,337788,172,761.2573588860987,100,41.204554404204,36.9984633333,46.2296469973,337788,41.204554404204,7.092040138498167,6.636284239985224,False,Boraginaceae,48150.0,ok,unknown,,,False,unknown,inference,low
Ehretia anacua,50,Ehretia,162209,210,1029.3311115550732,162209,185,1029.3311115550732,100,27.440853612477,21.2158224488,30.3502616667,162209,27.440853612477,6.937635497093264,6.937635497093264,False,Boraginaceae,48150.0,ok,unknown,,,False,unknown,inference,low
Elephantopus carolinianus,62,Elephantopus,119609,399,2323.647716222676,119609,197,2323.647716222676,100,35.569718826851,28.7911633604,40.73973,119609,35.569718826851,7.751323786636931,7.751323786636931,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,review,medium
Epacris obtusifolia,41,Epacris,520365,172,2039.543048831923,520365,141,2039.543048831923,100,-33.474109415417004,-42.8845583333,-25.4358893843,520365,33.474109415417004,7.620971251821025,7.620971251821025,False,Ericaceae,133387.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:Draper_2023:438507: pollination_syndrome = bird insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1620624: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:Williams_2011:1722968: pollination_system = biotic_unspe…,review,medium
Erechtites hieraciifolius,47,Erechtites,130888,483,19690.902678578062,130888,183,19673.36503398204,100,27.800258808702,-38.5117005307,50.6678026921,130888,27.800258808702,9.8879627986852,9.887071800032022,False,Asteraceae,47604.0,ok,wind,wind,wind,True,"{""trait_derived_ID"":""5064046"",""ref_ID"":""10328"",""trait_ID"":""3.6.2"",""trait_value"":""wind"",""genus"":""Erechtites"",""species_epithet"":""hieraciifolia"",""author"":""(L.) DC."",""matched"":""1"",""resolved"":""1"",""work_ID"":""16732"",""work_species"":""Erechtites hieraciifolius""}",review,medium
Erigeron foliosus,50,Erigeron,57972,150,1460.3721745174084,57972,150,1460.3721745174084,100,35.496794230431,32.0990527778,44.3017116667,57972,35.496794230431,7.287131118883942,7.287131118883942,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,flora,medium
Erigeron linearis,86,Erigeron,76926,234,1467.125361812876,76926,147,1450.6061415417253,100,46.350038933574,38.8555060638,51.79568,76926,46.350038933574,7.291741601858699,7.280425906207428,False,Asteraceae,47604.0,ok,,,,False,,,
Eriodictyon crassifolium,54,Eriodictyon,76955,224,349.7781078681017,76955,182,349.7781078681017,100,33.726965808512,32.6735888889,34.7681210176,76955,33.726965808512,5.860153852245376,5.860153852245376,False,Boraginaceae,48150.0,ok,unknown,,,False,unknown,inference,low
Eriogonum jamesii,66,Eriogonum,162620,103,1094.572288181634,162620,103,1094.572288181634,100,37.49935399385,29.24720467,38.9601583333,162620,37.49935399385,6.999032143331932,6.999032143331932,False,Polygonaceae,48382.0,ok,,,,False,,,
Eriogonum latifolium,70,Eriogonum,57211,306,717.0794345894924,57211,168,713.0010634673641,100,38.594260717144,36.6126833333,42.7359308739,57211,38.594260717144,6.576580196061828,6.570884451788565,False,Polygonaceae,48382.0,ok,unknown,,,False,unknown,flora,medium
Eriogonum niveum,44,Eriogonum,162640,180,768.7524987516465,162640,144,768.7524987516465,100,46.605379705005,43.6826166667,50.2383174407,162640,46.605379705005,6.646069032985306,6.646069032985306,False,Polygonaceae,48382.0,ok,,,,False,,,
Eriophorum vaginatum,45,Eriophorum,128735,544,8982.93301984169,128735,190,8982.93301984169,100,55.074976691099,42.862,69.5968083333,128735,55.074976691099,9.103193040896462,9.103193040896462,False,Cyperaceae,47161.0,ok,wind,wind,wind,True,"{""trait_derived_ID"":""4499208"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""wind"",""genus"":""Eriophorum"",""species_epithet"":""vaginatum"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""16944"",""work_species"":""Eriophorum vaginatum""} | {""trait_derived_ID"":""4509820"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""wind"",""genus"":""Eriophorum"",""species_ep…",flora|review,medium
Eriophyllum confertiflorum,82,Eriophyllum,53395,399,817.1841901724592,53395,188,907.298868225895,100,34.93185134294,32.6706783333,38.6829224886,53395,34.93185134294,6.707087482615456,6.8115734744718255,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,inference,low
Eryngium planum,51,Eryngium,162710,139,19161.430959102163,162710,139,19161.430959102163,100,51.423699752915,-43.5525867746,60.50012643,162710,51.423699752915,9.860706920256536,9.860706920256536,False,Apiaceae,48699.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499224"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Eryngium"",""species_epithet"":""planum"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""17045"",""work_species"":""Eryngium planum""}",flora|review,medium
Erythranthe dentata,67,Erythranthe,765338,415,927.8525026617448,765338,197,923.264665049736,100,44.742328221583,40.569885,48.9122083333,765338,44.742328221583,6.83394995619966,6.8289984646637985,False,Phrymaceae,64552.0,ok,unknown,,,False,unknown,review,medium
Erythranthe erubescens,45,Erythranthe,771871,247,544.7939572256587,771871,188,499.8472412568018,100,38.486284853769,36.1903232852,40.4822886991,771871,38.486284853769,6.302241536805216,6.216301146920015,False,Phrymaceae,64552.0,ok,,,,False,,,
Erythrina humeana,52,Erythrina,427617,116,1201.8445833587443,427617,116,1201.8445833587443,100,-28.712965217502003,-33.4853636386,-23.145025,427617,28.712965217502003,7.09244451673833,7.09244451673833,False,Fabaceae,47122.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Erythrina humeana as largely self-compatible (SC). | {""trait_derived_ID"":""1011833"",""ref_ID"":""10199"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Erythrina"",""species_epithet"":""humeana"",""author"":""Spreng."",""matched"":""1"",""resolved"":""1"",""work_ID"":""17094"",""work_species"":""Erythrina humeana""}",review,medium
Eschscholzia minutiflora,72,Eschscholzia,57881,385,1200.9283148611817,57881,170,1102.2339402537968,100,34.199572401246,29.02712072,38.8075229568,57881,34.199572401246,7.0916824750980725,7.006001091283041,False,Papaveraceae,47332.0,ok,unknown,,,False,unknown,flora,medium
Euonymus obovatus,41,Euonymus,144192,132,1271.9686437924915,144192,132,1271.9686437924915,100,41.531496235443,35.4099788813,43.83631136,144192,41.531496235443,7.149106966512085,7.149106966512085,False,Celastraceae,47539.0,ok,unknown,,,False,unknown,inference,low
Eupatorium altissimum,55,Eupatorium,119135,136,2236.600495928349,119135,136,2236.600495928349,100,40.66347831424,32.336566034,44.9310071488,119135,40.66347831424,7.713159363521775,7.713159363521775,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,inference,low
Euphorbia cyparissias,85,Euphorbia,55766,393,10759.801279065938,55766,149,8719.771791754298,100,47.179092887347,36.7994549948,60.43542138,55766,47.179092887347,9.283665299257827,9.073463021215106,False,Euphorbiaceae,51821.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499250"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Euphorbia"",""species_epithet"":""cyparissias"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""17778"",""work_species"":""Euphorbia cyparissias""} | {""trait_derived_ID"":""4509206"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Euphorbia"",""speci…",review,medium
Eurybia divaricata,44,Eurybia,127685,285,1702.911691234032,127685,165,1518.5198189021778,100,40.528032286582004,33.85,44.665145,127685,40.528032286582004,7.440681881653157,7.326149655313695,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,flora,medium
Eutrochium fistulosum,47,Eutrochium,132717,207,2568.432172973561,132717,175,2438.498187813396,100,37.961457107357,30.3962166667,43.7034383333,132717,37.961457107357,7.851440209109199,7.799547636403965,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,flora,medium
Eutrochium maculatum,47,Eutrochium,117440,374,5170.709164794058,117440,170,2615.8416750170386,100,44.802543724584005,36.9705116667,52.9763402546,117440,44.802543724584005,8.550958505672208,7.869723402043948,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,flora,medium
Eysenhardtia texana,46,Eysenhardtia,162927,296,1052.095756383483,162927,182,836.4931430322212,100,28.618725928628,23.724857648,33.018040046,162927,28.618725928628,6.959489444735932,6.730413076241491,False,Fabaceae,47122.0,ok,unknown,,,False,unknown,inference,low
Falcaria vulgaris,69,Falcaria,84776,114,3943.591436531552,84776,114,3943.591436531552,100,49.67529415562299,42.2990370834,54.894748134,84776,49.67529415562299,8.28010066303249,8.28010066303249,False,Apiaceae,48699.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499292"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Falcaria"",""species_epithet"":""vulgaris"",""author"":""Bernh."",""matched"":""1"",""resolved"":""1"",""work_ID"":""18285"",""work_species"":""Falcaria vulgaris""} | {""trait_derived_ID"":""4509983"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Falcaria"",""species_ep…",review,medium
Fritillaria pyrenaica,47,Fritillaria,144275,119,1001.5028707956104,144275,119,1001.5028707956104,100,42.805233485663,40.3255391488,43.9166255382,144275,42.805233485663,6.910255022813143,6.910255022813143,False,Liliaceae,47328.0,ok,unknown,,,False,unknown,inference,low
